"","Gene","log2( Max Expression Level )","Raw Gini Index","Normalized Gini Index","p-value"
"Pbrm1","Pbrm1",3.33628338786443,0.505272802064246,-0.0324826071459438,0.27721675873819
"Wrn","Wrn",1.63226821549951,0.898530762167126,0.0856463614852169,0.277262817239698
"Idnk","Idnk",3.33628338786443,0.623388160551323,0.0856327513411334,0.277308447475983
"Ppm1k","Ppm1k",2.60880924267552,0.61036636949307,-0.0324450797825013,0.277342574043046
"Laptm4b","Laptm4b",2.82781902461732,0.576208364638117,-0.0324415776730486,0.277354316738977
"Nap1l5","Nap1l5",5.32553033156756,0.366261858574048,0.0855996471123608,0.277419450150129
"Mrpl43","Mrpl43",3.18586654531133,0.527457887368469,-0.0323901079072396,0.277526924706477
"Morn2","Morn2",2.03562390973072,0.707365627073656,-0.0323861455688,0.277540214900586
"Nol4","Nol4",1.63226821549951,0.780511243513358,-0.0323731571685513,0.277583781850541
"Tmem64","Tmem64",2.03562390973072,0.707384263925284,-0.0323675087171724,0.277602729475693
"Rpl13","Rpl13",3.59693514238723,0.466021699110885,-0.0323188749847459,0.277765896564947
"Phactr1","Phactr1",2.35049724708413,0.771302365346253,0.0854699285386762,0.2778546221697
"Rnf170","Rnf170",2.03562390973072,0.707476455890832,-0.0322753167516241,0.277912075003286
"Dhx40","Dhx40",1.63226821549951,0.780616078136739,-0.0322683225451696,0.277935550577878
"Smpd3","Smpd3",2.35049724708413,0.653620250532772,-0.0322121862748044,0.278124003170468
"Cdc42bpa","Cdc42bpa",3.01792190799726,0.550427637901211,-0.0322081495198137,0.27813755718394
"Rims2","Rims2",2.82781902461732,0.694000214661372,0.0853502723502064,0.278256332756356
"Mum1","Mum1",1.63226821549951,0.780716253443526,-0.0321681472383828,0.278271888286388
"Rpl12","Rpl12",3.33628338786443,0.505665391466869,-0.0320900177433205,0.278534345033171
"Dstn","Dstn",4.86294724802092,0.418884521924229,0.0852655499297253,0.278540934572659
"Zfp335","Zfp335",1.63226821549951,0.898140495867769,0.0852560951858596,0.278572703993125
"Tbccd1","Tbccd1",1.63226821549951,0.898140495867769,0.0852560951858596,0.278572703993125
"Vaultrc5","Vaultrc5",1.63226821549951,0.780821917808219,-0.0320624828736897,0.278626870356276
"2210015D19Rik","2210015D19Rik",1.63226821549951,0.780821917808219,-0.0320624828736897,0.278626870356276
"Atn1","Atn1",1.63226821549951,0.780834815357255,-0.032049585324654,0.278670215090519
"Nat14","Nat14",2.03562390973072,0.824970484061393,0.0852187114189369,0.278698336587988
"Gm6793","Gm6793",2.03562390973072,0.824954086317723,0.0852023136752664,0.278753451857811
"Nol8","Nol8",1.63226821549951,0.780861244019139,-0.0320231566627702,0.278759044029225
"Arhgap26","Arhgap26",2.60880924267552,0.728010625737898,0.0851991764623274,0.278763997104471
"Usp38","Usp38",1.0703893278914,0.853057851239669,-0.0320169875002392,0.278779781083397
"Ptp4a1","Ptp4a1",1.0703893278914,0.853057851239669,-0.0320169875002392,0.278779781083397
"Pmm2","Pmm2",1.63226821549951,0.898071625344353,0.0851872246624437,0.278804172974283
"Rnf150","Rnf150",1.63226821549951,0.780888429752066,-0.0319959709298429,0.278850431925014
"Gdi2","Gdi2",3.81762325751143,0.434708516183645,-0.0319959133015804,0.278850625664377
"Zc3h12b","Zc3h12b",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Pola1","Pola1",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Agtr2","Agtr2",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Aste1","Aste1",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Nt5e","Nt5e",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Mir5133","Mir5133",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Map10","Map10",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Spata33","Spata33",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Cngb1","Cngb1",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Plekha2","Plekha2",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"E430018J23Rik","E430018J23Rik",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Trim68","Trim68",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Gpx2-ps1","Gpx2-ps1",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Catsperg1","Catsperg1",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Zfp112","Zfp112",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Prkd2","Prkd2",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Hist4h4","Hist4h4",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Brca2","Brca2",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"A930024E05Rik","A930024E05Rik",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Sdsl","Sdsl",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Rbks","Rbks",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Gareml","Gareml",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Abcb1b","Abcb1b",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Lrrd1","Lrrd1",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Ccl19-loc1","Ccl19-loc1",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"AA415398","AA415398",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Tyrp1","Tyrp1",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Ripk2","Ripk2",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Frrs1","Frrs1",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Gm128","Gm128",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Slc13a3","Slc13a3",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
"Bambi-ps1","Bambi-ps1",1.0703893278914,0.970247933884298,0.085173095144389,0.278851672859205
