"","x"
"GSM1772096134.4","1"
"GSM1772096135.8","1"
"GSM1772096168.3","1"
"GSM1772096141.16","1"
"GSM1772096141.17","1"
"GSM1772084017.5","1"
"GSM1772096134.5","1"
"GSM1772078016.2","1"
"GSM1772089195.2","1"
"GSM1772075304.4","1"
"GSM1772078019.5","1"
"GSM1772089186.3","1"
"GSM1772096136.4","11"
"GSM1772096144.2","1"
"GSM1772096101.4","1"
"GSM1772096144.3","11"
"GSM1772096136.5","1"
"GSM1772096140.3","1"
"GSM1772084017.6","1"
"GSM1772084017.7","1"
"GSM1772096135.9","1"
"GSM1772075317.5","1"
"GSM1772096101.5","11"
"GSM1772096103.7","1"
"GSM1772096103.8","1"
"GSM1772096103.9","1"
"GSM1772096138.11","1"
"GSM1772096138.12","1"
"GSM1772096140.4","1"
"GSM1772096141.18","1"
"GSM1772096141.19","1"
"GSM1772096165.9","1"
"GSM1772096165.10","1"
"GSM1772096171.2","1"
"GSM1772096128","1"
"GSM1772096138.13","1"
"GSM1772096136.6","1"
"GSM1772096102.3","1"
"GSM1772096133.6","1"
"GSM1772089195.3","1"
"GSM1772096134.6","1"
"GSM1772096097.6","1"
"GSM1772096138.14","1"
"GSM1772096139.7","9"
"GSM1772096141.20","1"
"GSM1772096134.7","1"
"GSM1772096101.6","11"
"GSM1772078030.6","6"
"GSM1772096141.21","5"
"GSM1772096101.7","1"
"GSM1772089194.4","1"
"GSM1772096139.8","1"
"GSM1772078031.2","1"
"GSM1772075304.5","1"
"GSM1772078029.3","1"
"GSM1772089190.3","1"
"GSM1772096135.10","1"
"GSM1772096139.9","1"
"GSM1772078030.7","1"
"GSM1772075304.6","1"
"GSM1772075305","1"
"GSM1772078029.4","1"
"GSM1772084017.8","1"
"GSM1772096139.10","5"
"GSM1772096140.5","1"
"GSM1772096139.11","1"
"GSM1772096144.4","9"
"GSM1772096138.15","1"
"GSM1772075304.7","9"
"GSM1772096126.4","1"
"GSM1772075317.6","1"
"GSM1772084017.9","1"
"GSM1772096138.16","1"
"GSM1772096100.14","1"
"GSM1772096133.7","1"
"GSM1772084021.5","1"
"GSM1772096132.8","1"
"GSM1772084014.3","1"
"GSM1772096140.6","1"
"GSM1772096132.9","1"
"GSM1772084020","1"
"GSM1772096103.10","1"
"GSM1772096162.6","1"
"GSM1772096132.10","1"
"GSM1772096136.7","1"
"GSM1772078017.2","1"
"GSM1772096102.4","1"
"GSM1772089194.5","6"
"GSM1772096132.11","1"
"GSM1772096099.3","1"
"GSM1772096136.8","6"
"GSM1772096168.4","11"
"GSM1772096102.5","1"
"GSM1772096136.9","1"
"GSM1772089187.2","6"
"GSM1772096100.15","1"
"GSM1772096141.22","1"
"GSM1772092011","1"
"GSM1772096135.11","1"
"GSM1772096139.12","9"
"GSM1772096135.12","11"
"GSM1772096101.8","1"
"GSM1772096135.13","1"
"GSM1772096141.23","1"
"GSM1772096103.11","6"
"GSM1772096140.7","9"
"GSM1772096103.12","1"
"GSM1772096101.9","1"
"GSM1772084021.6","1"
"GSM1772084021.7","9"
"GSM1772096144.5","6"
"GSM1772096173.6","6"
"GSM1772096132.12","9"
"GSM1772084021.8","1"
"GSM1772096172.4","1"
"GSM1772096141.24","1"
"GSM1772096172.5","1"
"GSM1772089196.1","1"
"GSM1772096172.6","1"
"GSM1772075305.1","11"
"GSM1772078028.4","1"
"GSM1772075304.8","1"
"GSM1772075304.9","1"
"GSM1772084014.4","1"
"GSM1772096140.8","1"
"GSM1772096138.17","1"
"GSM1772096126.5","1"
"GSM1772096138.18","1"
"GSM1772084021.9","1"
"GSM1772089194.6","6"
"GSM1772089194.7","1"
"GSM1772078030.8","1"
"GSM1772078030.9","1"
"GSM1772092009.2","1"
"GSM1772092013.2","1"
"GSM1772092013.3","1"
"GSM1772075305.2","1"
"GSM1772078031.3","1"
"GSM1772078030.10","1"
"GSM1772092012.1","1"
"GSM1772078016.3","1"
"GSM1772075305.3","1"
"GSM1772075317.7","1"
"GSM1772078014.2","6"
"GSM1772078014.3","6"
"GSM1772078014.4","9"
"GSM1772078019.6","6"
"GSM1772092011.1","6"
"GSM1772089188.2","6"
"GSM1772089187.3","6"
"GSM1772096126.6","6"
"GSM1772096096.2","9"
"GSM1772096099.4","9"
"GSM1772096099.5","6"
"GSM1772096099.6","11"
"GSM1772096099.7","6"
"GSM1772096099.8","9"
"GSM1772096100.16","9"
"GSM1772096100.17","11"
"GSM1772096101.10","6"
"GSM1772096101.11","6"
"GSM1772096103.13","6"
"GSM1772096103.14","6"
"GSM1772096103.15","6"
"GSM1772096103.16","6"
"GSM1772096103.17","9"
"GSM1772096132.13","12"
"GSM1772096132.14","6"
"GSM1772096132.15","9"
"GSM1772096132.16","6"
"GSM1772096133.8","6"
"GSM1772096133.9","6"
"GSM1772096134.8","6"
"GSM1772096136.10","6"
"GSM1772096136.11","6"
"GSM1772096139.13","9"
"GSM1772096140.9","6"
"GSM1772096140.10","6"
"GSM1772096140.11","6"
"GSM1772096141.25","6"
"GSM1772096141.26","6"
"GSM1772096162.7","9"
"GSM1772096162.8","0"
"GSM1772096162.9","9"
"GSM1772096162.10","0"
"GSM1772096165.11","6"
"GSM1772096165.12","11"
"GSM1772096168.5","9"
"GSM1772096171.3","0"
"GSM1772096172.7","6"
"GSM1772096172.8","6"
"GSM1772096172.9","6"
"GSM1772096173.7","6"
"GSM1772096173.8","6"
"GSM1772096128.1","4"
"GSM1772096128.2","6"
"GSM1772096128.3","9"
"GSM1772096175.2","6"
"GSM1772096175.3","13"
"GSM1772084020.1","6"
"GSM1772084020.2","13"
"GSM1772084014.5","6"
"GSM1772084021.10","9"
"GSM1772084021.11","9"
"GSM1772089190.4","6"
"GSM1772078022.2","6"
"GSM1772092008.2","6"
"GSM1772092008.3","6"
"GSM1772092009.3","0"
"GSM1772078016.4","0"
"GSM1772078030.11","6"
"GSM1772092013.4","6"
"GSM1772078017.3","6"
"GSM1772089194.8","6"
"GSM1772089195.4","0"
"GSM1772089195.5","0"
"GSM1772078016.5","6"
"GSM1772096101.12","6"
"GSM1772089190.5","6"
"GSM1772078017.4","6"
"GSM1772089190.6","0"
"GSM1772078016.6","6"
"GSM1772075304.10","6"
"GSM1772089190.7","6"
"GSM1772075305.4","0"
"GSM1772089196.2","6"
"GSM1772078028.5","6"
"GSM1772078016.7","11"
"GSM1772075305.5","6"
"GSM1772096139.14","6"
"GSM1772075304.11","6"
"GSM1772075304.12","6"
"GSM1772075304.13","6"
"GSM1772075304.14","6"
"GSM1772078030.12","6"
"GSM1772096168.6","6"
"GSM1772075305.6","11"
"GSM1772075305.7","6"
"GSM1772089186.4","6"
"GSM1772092005","6"
"GSM1772089186.5","6"
"GSM1772078016.8","6"
"GSM1772089186.6","6"
"GSM1772078017.5","6"
"GSM1772078017.6","6"
"GSM1772092008.4","6"
"GSM1772092008.5","6"
"GSM1772092012.2","9"
"GSM1772075304.15","6"
"GSM1772078017.7","0"
"GSM1772092012.3","6"
"GSM1772092008.6","12"
"GSM1772078017.8","9"
"GSM1772078017.9","9"
"GSM1772092012.4","6"
"GSM1772075304.16","6"
"GSM1772092012.5","9"
"GSM1772096136.12","6"
"GSM1772078013.3","6"
"GSM1772075305.8","9"
"GSM1772075305.9","9"
"GSM1772089196.3","6"
"GSM1772075304.17","0"
"GSM1772075305.10","9"
"GSM1772078013.4","0"
"GSM1772089196.4","6"
"GSM1772096136.13","0"
"GSM1772096132.17","6"
"GSM1772075309","9"
"GSM1772096173.9","6"
"GSM1772096135.14","6"
"GSM1772096099.9","6"
"GSM1772078030.13","6"
"GSM1772096101.13","6"
"GSM1772078016.9","0"
"GSM1772096135.15","6"
"GSM1772089194.9","6"
"GSM1772092010","6"
"GSM1772078023","0"
"GSM1772078018.5","6"
"GSM1772096135.16","6"
"GSM1772089194.10","6"
"GSM1772078013.5","6"
"GSM1772096168.7","6"
"GSM1772092010.1","6"
"GSM1772096138.19","6"
"GSM1772078017.10","6"
"GSM1772078022.3","6"
"GSM1772096140.12","6"
"GSM1772089195.6","6"
"GSM1772092010.2","6"
"GSM1772096168.8","6"
"GSM1772058147.1","9"
"GSM1772075305.11","9"
"GSM1772075305.12","13"
"GSM1772075310.2","0"
"GSM1772075310.3","9"
"GSM1772078029.5","0"
"GSM1772078013.6","0"
"GSM1772078014.5","0"
"GSM1772078016.10","9"
"GSM1772078016.11","6"
"GSM1772078019.7","6"
"GSM1772078019.8","6"
"GSM1772078019.9","9"
"GSM1772092009.4","6"
"GSM1772092009.5","6"
"GSM1772092010.3","2"
"GSM1772092010.4","0"
"GSM1772092011.2","6"
"GSM1772089194.11","6"
"GSM1772089194.12","6"
"GSM1772089195.7","0"
"GSM1772089188.3","6"
"GSM1772089188.4","6"
"GSM1772089186.7","0"
"GSM1772089187.4","0"
"GSM1772092005.1","0"
"GSM1772096126.7","6"
"GSM1772096126.8","0"
"GSM1772096096.3","6"
"GSM1772096096.4","6"
"GSM1772096096.5","9"
"GSM1772096097.7","6"
"GSM1772096099.10","6"
"GSM1772096099.11","9"
"GSM1772096099.12","6"
"GSM1772096099.13","11"
"GSM1772096100.18","1"
"GSM1772096100.19","6"
"GSM1772096100.20","9"
"GSM1772096100.21","0"
"GSM1772096100.22","6"
"GSM1772096101.14","6"
"GSM1772096101.15","9"
"GSM1772096101.16","9"
"GSM1772096101.17","0"
"GSM1772096102.6","6"
"GSM1772096103.18","6"
"GSM1772096103.19","0"
"GSM1772096103.20","6"
"GSM1772096103.21","6"
"GSM1772096132.18","9"
"GSM1772096135.17","6"
"GSM1772096135.18","0"
"GSM1772096135.19","0"
"GSM1772096133.10","9"
"GSM1772096133.11","6"
"GSM1772096136.14","0"
"GSM1772096138.20","5"
"GSM1772096138.21","6"
"GSM1772096138.22","6"
"GSM1772096138.23","6"
"GSM1772096138.24","6"
"GSM1772096138.25","11"
"GSM1772096139.15","11"
"GSM1772096139.16","6"
"GSM1772096140.13","6"
"GSM1772096140.14","9"
"GSM1772096140.15","6"
"GSM1772096141.27","1"
"GSM1772096141.28","1"
"GSM1772096141.29","6"
"GSM1772096141.30","6"
"GSM1772096144.6","9"
"GSM1772096162.11","6"
"GSM1772096162.12","1"
"GSM1772096162.13","6"
"GSM1772096165.13","6"
"GSM1772096168.9","9"
"GSM1772096171.4","6"
"GSM1772096171.5","6"
"GSM1772096171.6","0"
"GSM1772096171.7","0"
"GSM1772096128.4","6"
"GSM1772096145.1","6"
"GSM1772096145.2","6"
"GSM1772096145.3","0"
"GSM1772084020.3","9"
"GSM1772084020.4","6"
"GSM1772084020.5","6"
"GSM1772084020.6","6"
"GSM1772084020.7","0"
"GSM1772084014.6","6"
"GSM1772084017.10","6"
"GSM1772084017.11","0"
"GSM1772084021.12","6"
"GSM1772092013.5","0"
"GSM1772078029.6","0"
"GSM1772075304.18","0"
"GSM1772075304.19","0"
"GSM1772078031.4","6"
"GSM1772089190.8","0"
"GSM1772078016.12","6"
"GSM1772075304.20","0"
"GSM1772084017.12","6"
"GSM1772078013.7","6"
"GSM1772075304.21","6"
"GSM1772092008.7","9"
"GSM1772089195.8","6"
"GSM1772096102.7","6"
"GSM1772078028.6","6"
"GSM1772078029.7","6"
"GSM1772096097.8","6"
"GSM1772096096.6","6"
"GSM1772075310.4","6"
"GSM1772075310.5","6"
"GSM1772096168.10","6"
"GSM1772096100.23","1"
"GSM1772096102.8","0"
"GSM1772078030.14","0"
"GSM1772096168.11","9"
"GSM1772078030.15","6"
"GSM1772092008.8","0"
"GSM1772075310.6","6"
"GSM1772096134.9","6"
"GSM1772078028.7","0"
"GSM1772096136.15","6"
"GSM1772078018.6","6"
"GSM1772078022.4","6"
"GSM1772078019.10","0"
"GSM1772096136.16","6"
"GSM1772089194.13","0"
"GSM1772096168.12","6"
"GSM1772096168.13","6"
"GSM1772092008.9","9"
"GSM1772078013.8","0"
"GSM1772078018.7","0"
"GSM1772075305.13","0"
"GSM1772075304.22","6"
"GSM1772096133.12","6"
"GSM1772092008.10","0"
"GSM1772078018.8","0"
"GSM1772078028.8","9"
"GSM1772089194.14","0"
"GSM1772078018.9","9"
"GSM1772096126.9","6"
"GSM1772096136.17","1"
"GSM1772078031.5","9"
"GSM1772084017.13","6"
"GSM1772078030.16","0"
"GSM1772078017.11","9"
"GSM1772078029.8","6"
"GSM1772089194.15","6"
"GSM1772089190.9","0"
"GSM1772092008.11","0"
"GSM1772092012.6","0"
"GSM1772078013.9","0"
"GSM1772075304.23","0"
"GSM1772075305.14","0"
"GSM1772075304.24","0"
"GSM1772078030.17","0"
"GSM1772075305.15","0"
"GSM1772078030.18","0"
"GSM1772092013.6","0"
"GSM1772075304.25","0"
"GSM1772078016.13","0"
"GSM1772078022.5","9"
"GSM1772078013.10","0"
"GSM1772075304.26","0"
"GSM1772078013.11","0"
"GSM1772075317.8","0"
"GSM1772096136.18","0"
"GSM1772075305.16","0"
"GSM1772078028.9","0"
"GSM1772078014.6","0"
"GSM1772078017.12","0"
"GSM1772092013.7","0"
"GSM1772092008.12","9"
"GSM1772092011.3","9"
"GSM1772089196.5","0"
"GSM1772096162.14","0"
"GSM1772096144.7","9"
"GSM1772075317.9","0"
"GSM1772075310.7","5"
"GSM1772078016.14","0"
"GSM1772078022.6","0"
"GSM1772089190.10","0"
"GSM1772092005.2","0"
"GSM1772096128.5","0"
"GSM1772078014.7","0"
"GSM1772078016.15","4"
"GSM1772078018.10","0"
"GSM1772089195.9","0"
"GSM1772096097.9","9"
"GSM1772096133.13","9"
"GSM1772078030.19","0"
"GSM1772096132.19","9"
"GSM1772078030.20","0"
"GSM1772078030.21","0"
"GSM1772078030.22","0"
"GSM1772078030.23","0"
"GSM1772078013.12","0"
"GSM1772078017.13","0"
"GSM1772078022.7","0"
"GSM1772092012.7","0"
"GSM1772092013.8","0"
"GSM1772092013.9","0"
"GSM1772089195.10","0"
"GSM1772089187.5","0"
"GSM1772092005.3","0"
"GSM1772092005.4","0"
"GSM1772096138.26","0"
"GSM1772096101.18","0"
"GSM1772078013.13","0"
"GSM1772092008.13","0"
"GSM1772089190.11","0"
"GSM1772078013.14","0"
"GSM1772078017.14","0"
"GSM1772078030.24","0"
"GSM1772078030.25","0"
"GSM1772078030.26","0"
"GSM1772078017.15","0"
"GSM1772089194.16","0"
"GSM1772089194.17","0"
"GSM1772089195.11","0"
"GSM1772089196.6","0"
"GSM1772096101.19","0"
"GSM1772089196.7","0"
"GSM1772078018.11","0"
"GSM1772078016.16","0"
"GSM1772078022.8","0"
"GSM1772078017.16","0"
"GSM1772075317.10","13"
"GSM1772075317.11","9"
"GSM1772075310.8","0"
"GSM1772096168.14","0"
"GSM1772078031.6","0"
"GSM1772078017.17","0"
"GSM1772096103.22","0"
"GSM1772092012.8","0"
"GSM1772078013.15","0"
"GSM1772078014.8","0"
"GSM1772078029.9","0"
"GSM1772078014.9","0"
"GSM1772096158.1","0"
"GSM1772096141.31","0"
"GSM1772089194.18","0"
"GSM1772075310.9","9"
"GSM1772078030.27","0"
"GSM1772078030.28","0"
"GSM1772078013.16","13"
"GSM1772078014.10","0"
"GSM1772078018.12","0"
"GSM1772078018.13","0"
"GSM1772078018.14","0"
"GSM1772092008.14","0"
"GSM1772089196.8","0"
"GSM1772089190.12","0"
"GSM1772089187.6","0"
"GSM1772092004.6","0"
"GSM1772096100.24","6"
"GSM1772092008.15","0"
"GSM1772096132.20","0"
"GSM1772078018.15","0"
"GSM1772075305.17","0"
"GSM1772078017.18","9"
"GSM1772089194.19","0"
"GSM1772092012.9","0"
"GSM1772096136.19","0"
"GSM1772089186.8","0"
"GSM1772078031.7","9"
"GSM1772089186.9","0"
"GSM1772089190.13","0"
"GSM1772078017.19","9"
"GSM1772078017.20","0"
"GSM1772089190.14","0"
"GSM1772089194.20","0"
"GSM1772078031.8","9"
"GSM1772078028.10","0"
"GSM1772089188.5","0"
"GSM1772092012.10","0"
"GSM1772078014.11","0"
"GSM1772078013.17","0"
"GSM1772075317.12","0"
"GSM1772075310.10","16"
"GSM1772075310.11","9"
"GSM1772078028.11","0"
"GSM1772078028.12","9"
"GSM1772078029.10","0"
"GSM1772078029.11","0"
"GSM1772078029.12","0"
"GSM1772078030.29","9"
"GSM1772078013.18","0"
"GSM1772078013.19","0"
"GSM1772078014.12","0"
"GSM1772078016.17","0"
"GSM1772078016.18","0"
"GSM1772078016.19","0"
"GSM1772078017.21","0"
"GSM1772078018.16","0"
"GSM1772078018.17","0"
"GSM1772078023.1","0"
"GSM1772078023.2","0"
"GSM1772092008.16","6"
"GSM1772092009.6","0"
"GSM1772092009.7","0"
"GSM1772092010.5","0"
"GSM1772092010.6","0"
"GSM1772092010.7","0"
"GSM1772092011.4","0"
"GSM1772089194.21","0"
"GSM1772089194.22","0"
"GSM1772089195.12","0"
"GSM1772089190.15","0"
"GSM1772089188.6","0"
"GSM1772089188.7","0"
"GSM1772089186.10","0"
"GSM1772089187.7","0"
"GSM1772096158.2","0"
"GSM1772096096.7","11"
"GSM1772096096.8","9"
"GSM1772096096.9","0"
"GSM1772096097.10","6"
"GSM1772096099.14","9"
"GSM1772096099.15","9"
"GSM1772096099.16","9"
"GSM1772096099.17","0"
"GSM1772096100.25","9"
"GSM1772096100.26","9"
"GSM1772096100.27","5"
"GSM1772096101.20","9"
"GSM1772096101.21","0"
"GSM1772096101.22","0"
"GSM1772096101.23","9"
"GSM1772096102.9","0"
"GSM1772096102.10","0"
"GSM1772096103.23","6"
"GSM1772096103.24","0"
"GSM1772096132.21","0"
"GSM1772096132.22","0"
"GSM1772096132.23","0"
"GSM1772096132.24","1"
"GSM1772096132.25","0"
"GSM1772096132.26","0"
"GSM1772096135.20","6"
"GSM1772096135.21","0"
"GSM1772096133.14","0"
"GSM1772096136.20","0"
"GSM1772096136.21","9"
"GSM1772096136.22","0"
"GSM1772096136.23","0"
"GSM1772096138.27","0"
"GSM1772096141.32","0"
"GSM1772096141.33","0"
"GSM1772096141.34","6"
"GSM1772096162.15","9"
"GSM1772096162.16","0"
"GSM1772096162.17","9"
"GSM1772096162.18","0"
"GSM1772096162.19","9"
"GSM1772096162.20","0"
"GSM1772096165.14","9"
"GSM1772096165.15","0"
"GSM1772096168.15","0"
"GSM1772096171.8","0"
"GSM1772096171.9","0"
"GSM1772096171.10","0"
"GSM1772096171.11","9"
"GSM1772096128.6","9"
"GSM1772096131","0"
"GSM1772096145.4","0"
"GSM1772096175.4","0"
"GSM1772096175.5","0"
"GSM1772084020.8","0"
"GSM1772084021.13","0"
"GSM1772084021.14","1"
"GSM1772058147.2","0"
"GSM1772075310.12","0"
"GSM1772075310.13","0"
"GSM1772078029.13","0"
"GSM1772078029.14","0"
"GSM1772078013.20","0"
"GSM1772078014.13","0"
"GSM1772078014.14","0"
"GSM1772078014.15","0"
"GSM1772078016.20","0"
"GSM1772078022.9","0"
"GSM1772078023.3","0"
"GSM1772092012.11","0"
"GSM1772092009.8","0"
"GSM1772092009.9","0"
"GSM1772092009.10","0"
"GSM1772092010.8","0"
"GSM1772092010.9","0"
"GSM1772092010.10","0"
"GSM1772089195.13","0"
"GSM1772089196.9","0"
"GSM1772089188.8","0"
"GSM1772089188.9","0"
"GSM1772092005.5","0"
"GSM1772096127","9"
"GSM1772096096.10","0"
"GSM1772096099.18","9"
"GSM1772096099.19","0"
"GSM1772096099.20","0"
"GSM1772096099.21","0"
"GSM1772096100.28","9"
"GSM1772096101.24","9"
"GSM1772096102.11","0"
"GSM1772096103.25","9"
"GSM1772096103.26","0"
"GSM1772096103.27","0"
"GSM1772096103.28","0"
"GSM1772096103.29","9"
"GSM1772096103.30","0"
"GSM1772096103.31","0"
"GSM1772096103.32","0"
"GSM1772096132.27","0"
"GSM1772096132.28","0"
"GSM1772096132.29","0"
"GSM1772096132.30","0"
"GSM1772096132.31","0"
"GSM1772096132.32","0"
"GSM1772096132.33","0"
"GSM1772096132.34","0"
"GSM1772096132.35","0"
"GSM1772096135.22","11"
"GSM1772096133.15","9"
"GSM1772096133.16","9"
"GSM1772096134.10","9"
"GSM1772096134.11","0"
"GSM1772096136.24","9"
"GSM1772096136.25","9"
"GSM1772096136.26","0"
"GSM1772096138.28","0"
"GSM1772096138.29","9"
"GSM1772096138.30","0"
"GSM1772096140.16","0"
"GSM1772096140.17","0"
"GSM1772096144.8","0"
"GSM1772096162.21","0"
"GSM1772096162.22","0"
"GSM1772096162.23","0"
"GSM1772096162.24","0"
"GSM1772096165.16","13"
"GSM1772096165.17","0"
"GSM1772096171.12","0"
"GSM1772096171.13","0"
"GSM1772096171.14","0"
"GSM1772096172.10","0"
"GSM1772096172.11","0"
"GSM1772096173.10","0"
"GSM1772096128.7","9"
"GSM1772096128.8","9"
"GSM1772096145.5","13"
"GSM1772096145.6","13"
"GSM1772078018.18","0"
"GSM1772096126.10","0"
"GSM1772096097.11","0"
"GSM1772096134.12","0"
"GSM1772096144.9","0"
"GSM1772089195.14","0"
"GSM1772078017.22","0"
"GSM1772078028.13","0"
"GSM1772092012.12","0"
"GSM1772089194.23","0"
"GSM1772089195.15","0"
"GSM1772089190.16","0"
"GSM1772092005.6","0"
"GSM1772096100.29","0"
"GSM1772096132.36","9"
"GSM1772096136.27","0"
"GSM1772096168.16","9"
"GSM1772092004.7","7"
"GSM1772092012.13","7"
"GSM1772096126.11","7"
"GSM1772089187.8","7"
"GSM1772089186.11","7"
"GSM1772089194.24","7"
"GSM1772089187.9","7"
