"","sc3_32_clusters"
"GSM1772096132.5","12"
"GSM1772084021.3","12"
"GSM1772096097.5","12"
"GSM1772096132.6","12"
"GSM1772084017.3","12"
"GSM1772075317.3","12"
"GSM1772089195","12"
"GSM1772096165.5","12"
"GSM1772096100.10","12"
"GSM1772096141.8","12"
"GSM1772084021.4","12"
"GSM1772096138.9","11"
"GSM1772096165.6","12"
"GSM1772096133.4","12"
"GSM1772096172.3","12"
"GSM1772096136.1","12"
"GSM1772096100.11","12"
"GSM1772096100.12","12"
"GSM1772096133.5","12"
"GSM1772096141.9","12"
"GSM1772096173.5","12"
"GSM1772096103.2","12"
"GSM1772096162.4","12"
"GSM1772096103.3","12"
"GSM1772096162.5","12"
"GSM1772078019.3","12"
"GSM1772096101.2","11"
"GSM1772096141.10","12"
"GSM1772096141.11","12"
"GSM1772096141.12","12"
"GSM1772096135.4","12"
"GSM1772096168.2","12"
"GSM1772096141.13","12"
"GSM1772078030.3","11"
"GSM1772075304.3","11"
"GSM1772092012","11"
"GSM1772089194.1","27"
"GSM1772078022.1","11"
"GSM1772096136.2","12"
"GSM1772089186.2","11"
"GSM1772089194.2","12"
"GSM1772096135.5","12"
"GSM1772096135.6","12"
"GSM1772096103.4","12"
"GSM1772096165.7","12"
"GSM1772096141.14","12"
"GSM1772096140.2","11"
"GSM1772096165.8","12"
"GSM1772096132.7","11"
"GSM1772096103.5","12"
"GSM1772096102.2","12"
"GSM1772096141.15","12"
"GSM1772096103.6","12"
"GSM1772096138.10","12"
"GSM1772078030.4","11"
"GSM1772096135.7","12"
"GSM1772092009.1","12"
"GSM1772078030.5","12"
"GSM1772089195.1","12"
"GSM1772092004.5","11"
"GSM1772096100.13","12"
"GSM1772096136.3","12"
"GSM1772096101.3","12"
"GSM1772089194.3","12"
"GSM1772089190.2","12"
"GSM1772078014.1","12"
"GSM1772078019.4","15"
"GSM1772084017.4","12"
"GSM1772096096.1","12"
"GSM1772096126.2","12"
"GSM1772078029.2","12"
"GSM1772075317.4","6"
"GSM1772096126.3","12"
"GSM1772096171.1","11"
"GSM1772096134.4","12"
"GSM1772096135.8","12"
"GSM1772096168.3","12"
"GSM1772096141.16","12"
"GSM1772096141.17","12"
"GSM1772084017.5","12"
"GSM1772096134.5","12"
"GSM1772078016.2","12"
"GSM1772089195.2","12"
"GSM1772075304.4","12"
"GSM1772078019.5","11"
"GSM1772089186.3","12"
"GSM1772096136.4","12"
"GSM1772096144.2","12"
"GSM1772096101.4","12"
"GSM1772096144.3","12"
"GSM1772096136.5","12"
"GSM1772096140.3","12"
"GSM1772084017.6","12"
"GSM1772084017.7","12"
"GSM1772096135.9","12"
"GSM1772075317.5","12"
"GSM1772096101.5","30"
"GSM1772096103.7","11"
"GSM1772096103.8","12"
"GSM1772096103.9","12"
"GSM1772096138.11","12"
"GSM1772096138.12","30"
"GSM1772096140.4","12"
"GSM1772096141.18","12"
"GSM1772096141.19","12"
"GSM1772096165.9","12"
"GSM1772096165.10","30"
"GSM1772096171.2","12"
"GSM1772096128","12"
"GSM1772096138.13","32"
"GSM1772096136.6","12"
"GSM1772096102.3","12"
"GSM1772096133.6","12"
"GSM1772089195.3","32"
"GSM1772096134.6","12"
"GSM1772096097.6","32"
"GSM1772096138.14","12"
"GSM1772096139.7","6"
"GSM1772096141.20","30"
"GSM1772096134.7","30"
"GSM1772096101.6","30"
"GSM1772078030.6","32"
"GSM1772096141.21","18"
"GSM1772096101.7","12"
"GSM1772089194.4","30"
"GSM1772096139.8","32"
"GSM1772078031.2","12"
"GSM1772075304.5","12"
"GSM1772078029.3","30"
"GSM1772089190.3","12"
"GSM1772096135.10","32"
"GSM1772096139.9","30"
"GSM1772078030.7","32"
"GSM1772075304.6","30"
"GSM1772075305","30"
"GSM1772078029.4","6"
"GSM1772084017.8","12"
"GSM1772096139.10","6"
"GSM1772096140.5","30"
"GSM1772096139.11","32"
"GSM1772096144.4","6"
"GSM1772096138.15","30"
"GSM1772075304.7","6"
"GSM1772096126.4","17"
"GSM1772075317.6","32"
"GSM1772084017.9","31"
"GSM1772096138.16","30"
"GSM1772096100.14","32"
"GSM1772096133.7","12"
"GSM1772084021.5","11"
"GSM1772096132.8","32"
"GSM1772084014.3","30"
"GSM1772096140.6","12"
"GSM1772096132.9","32"
"GSM1772084020","12"
"GSM1772096103.10","30"
"GSM1772096162.6","12"
"GSM1772096132.10","30"
"GSM1772096136.7","30"
"GSM1772078017.2","30"
"GSM1772096102.4","12"
"GSM1772089194.5","32"
"GSM1772096132.11","30"
"GSM1772096099.3","32"
"GSM1772096136.8","32"
"GSM1772096168.4","30"
"GSM1772096102.5","32"
"GSM1772096136.9","32"
"GSM1772089187.2","32"
"GSM1772096100.15","32"
"GSM1772096141.22","30"
"GSM1772092011","30"
"GSM1772096135.11","32"
"GSM1772096139.12","17"
"GSM1772096135.12","30"
"GSM1772096101.8","12"
"GSM1772096135.13","32"
"GSM1772096141.23","12"
"GSM1772096103.11","30"
"GSM1772096140.7","6"
"GSM1772096103.12","30"
"GSM1772096101.9","30"
"GSM1772084021.6","32"
"GSM1772084021.7","6"
"GSM1772096144.5","28"
"GSM1772096173.6","28"
"GSM1772096132.12","6"
"GSM1772084021.8","30"
"GSM1772096172.4","12"
"GSM1772096141.24","12"
"GSM1772096172.5","30"
"GSM1772089196.1","30"
"GSM1772096172.6","12"
"GSM1772075305.1","32"
"GSM1772078028.4","12"
"GSM1772075304.8","32"
"GSM1772075304.9","30"
"GSM1772084014.4","30"
"GSM1772096140.8","30"
"GSM1772096138.17","30"
"GSM1772096126.5","30"
"GSM1772096138.18","30"
"GSM1772084021.9","30"
"GSM1772089194.6","32"
"GSM1772089194.7","30"
"GSM1772078030.8","30"
"GSM1772078030.9","30"
"GSM1772092009.2","12"
"GSM1772092013.2","32"
"GSM1772092013.3","32"
"GSM1772075305.2","30"
"GSM1772078031.3","30"
"GSM1772078030.10","32"
"GSM1772092012.1","32"
"GSM1772078016.3","32"
"GSM1772075305.3","30"
"GSM1772075317.7","32"
"GSM1772078014.2","29"
"GSM1772078014.3","30"
"GSM1772078014.4","17"
"GSM1772078019.6","31"
"GSM1772092011.1","28"
"GSM1772089188.2","29"
"GSM1772089187.3","24"
"GSM1772096126.6","32"
"GSM1772096096.2","31"
"GSM1772096099.4","31"
"GSM1772096099.5","28"
"GSM1772096099.6","28"
"GSM1772096099.7","28"
"GSM1772096099.8","32"
"GSM1772096100.16","6"
"GSM1772096100.17","28"
"GSM1772096101.10","28"
"GSM1772096101.11","28"
"GSM1772096103.13","29"
"GSM1772096103.14","29"
"GSM1772096103.15","32"
"GSM1772096103.16","28"
"GSM1772096103.17","31"
"GSM1772096132.13","28"
"GSM1772096132.14","28"
"GSM1772096132.15","6"
"GSM1772096132.16","28"
"GSM1772096133.8","28"
"GSM1772096133.9","28"
"GSM1772096134.8","29"
"GSM1772096136.10","28"
"GSM1772096136.11","28"
"GSM1772096139.13","31"
"GSM1772096140.9","28"
"GSM1772096140.10","28"
"GSM1772096140.11","28"
"GSM1772096141.25","29"
"GSM1772096141.26","30"
"GSM1772096162.7","31"
"GSM1772096162.8","29"
"GSM1772096162.9","29"
"GSM1772096162.10","29"
"GSM1772096165.11","29"
"GSM1772096165.12","28"
"GSM1772096168.5","6"
"GSM1772096171.3","29"
"GSM1772096172.7","28"
"GSM1772096172.8","28"
"GSM1772096172.9","28"
"GSM1772096173.7","28"
"GSM1772096173.8","28"
"GSM1772096128.1","6"
"GSM1772096128.2","28"
"GSM1772096128.3","6"
"GSM1772096175.2","29"
"GSM1772096175.3","16"
"GSM1772084020.1","28"
"GSM1772084020.2","16"
"GSM1772084014.5","28"
"GSM1772084021.10","31"
"GSM1772084021.11","31"
"GSM1772089190.4","28"
"GSM1772078022.2","28"
"GSM1772092008.2","28"
"GSM1772092008.3","28"
"GSM1772092009.3","29"
"GSM1772078016.4","24"
"GSM1772078030.11","32"
"GSM1772092013.4","32"
"GSM1772078017.3","28"
"GSM1772089194.8","28"
"GSM1772089195.4","29"
"GSM1772089195.5","26"
"GSM1772078016.5","29"
"GSM1772096101.12","28"
"GSM1772089190.5","28"
"GSM1772078017.4","28"
"GSM1772089190.6","29"
"GSM1772078016.6","28"
"GSM1772075304.10","28"
"GSM1772089190.7","28"
"GSM1772075305.4","27"
"GSM1772089196.2","28"
"GSM1772078028.5","28"
"GSM1772078016.7","32"
"GSM1772075305.5","32"
"GSM1772096139.14","28"
"GSM1772075304.11","28"
"GSM1772075304.12","32"
"GSM1772075304.13","32"
"GSM1772075304.14","28"
"GSM1772078030.12","28"
"GSM1772096168.6","28"
"GSM1772075305.6","32"
"GSM1772075305.7","32"
"GSM1772089186.4","28"
"GSM1772092005","28"
"GSM1772089186.5","28"
"GSM1772078016.8","28"
"GSM1772089186.6","28"
"GSM1772078017.5","28"
"GSM1772078017.6","28"
"GSM1772092008.4","28"
"GSM1772092008.5","28"
"GSM1772092012.2","31"
"GSM1772075304.15","28"
"GSM1772078017.7","29"
"GSM1772092012.3","28"
"GSM1772092008.6","31"
"GSM1772078017.8","31"
"GSM1772078017.9","17"
"GSM1772092012.4","28"
"GSM1772075304.16","28"
"GSM1772092012.5","17"
"GSM1772096136.12","28"
"GSM1772078013.3","28"
"GSM1772075305.8","6"
"GSM1772075305.9","6"
"GSM1772089196.3","28"
"GSM1772075304.17","26"
"GSM1772075305.10","31"
"GSM1772078013.4","24"
"GSM1772089196.4","28"
"GSM1772096136.13","27"
"GSM1772096132.17","28"
"GSM1772075309","6"
"GSM1772096173.9","28"
"GSM1772096135.14","28"
"GSM1772096099.9","28"
"GSM1772078030.13","28"
"GSM1772096101.13","28"
"GSM1772078016.9","27"
"GSM1772096135.15","28"
"GSM1772089194.9","28"
"GSM1772092010","28"
"GSM1772078023","29"
"GSM1772078018.5","31"
"GSM1772096135.16","28"
"GSM1772089194.10","28"
"GSM1772078013.5","28"
"GSM1772096168.7","29"
"GSM1772092010.1","28"
"GSM1772096138.19","28"
"GSM1772078017.10","32"
"GSM1772078022.3","28"
"GSM1772096140.12","32"
"GSM1772089195.6","32"
"GSM1772092010.2","28"
"GSM1772096168.8","28"
"GSM1772058147.1","31"
"GSM1772075305.11","6"
"GSM1772075305.12","16"
"GSM1772075310.2","24"
"GSM1772075310.3","6"
"GSM1772078029.5","24"
"GSM1772078013.6","24"
"GSM1772078014.5","29"
"GSM1772078016.10","6"
"GSM1772078016.11","29"
"GSM1772078019.7","28"
"GSM1772078019.8","28"
"GSM1772078019.9","17"
"GSM1772092009.4","29"
"GSM1772092009.5","29"
"GSM1772092010.3","17"
"GSM1772092010.4","24"
"GSM1772092011.2","29"
"GSM1772089194.11","29"
"GSM1772089194.12","28"
"GSM1772089195.7","24"
"GSM1772089188.3","29"
"GSM1772089188.4","28"
"GSM1772089186.7","24"
"GSM1772089187.4","24"
"GSM1772092005.1","24"
"GSM1772096126.7","29"
"GSM1772096126.8","24"
"GSM1772096096.3","28"
"GSM1772096096.4","28"
"GSM1772096096.5","22"
"GSM1772096097.7","28"
"GSM1772096099.10","28"
"GSM1772096099.11","6"
"GSM1772096099.12","29"
"GSM1772096099.13","28"
"GSM1772096100.18","32"
"GSM1772096100.19","29"
"GSM1772096100.20","17"
"GSM1772096100.21","28"
"GSM1772096100.22","28"
"GSM1772096101.14","32"
"GSM1772096101.15","6"
"GSM1772096101.16","31"
"GSM1772096101.17","28"
"GSM1772096102.6","28"
"GSM1772096103.18","28"
"GSM1772096103.19","29"
"GSM1772096103.20","28"
"GSM1772096103.21","28"
"GSM1772096132.18","6"
"GSM1772096135.17","28"
"GSM1772096135.18","24"
"GSM1772096135.19","29"
"GSM1772096133.10","32"
"GSM1772096133.11","28"
"GSM1772096136.14","24"
"GSM1772096138.20","22"
"GSM1772096138.21","28"
"GSM1772096138.22","24"
"GSM1772096138.23","29"
"GSM1772096138.24","29"
"GSM1772096138.25","28"
"GSM1772096139.15","28"
"GSM1772096139.16","28"
"GSM1772096140.13","28"
"GSM1772096140.14","32"
"GSM1772096140.15","28"
"GSM1772096141.27","32"
"GSM1772096141.28","32"
"GSM1772096141.29","29"
"GSM1772096141.30","29"
"GSM1772096144.6","32"
"GSM1772096162.11","29"
"GSM1772096162.12","32"
"GSM1772096162.13","29"
"GSM1772096165.13","29"
"GSM1772096168.9","6"
"GSM1772096171.4","29"
"GSM1772096171.5","29"
"GSM1772096171.6","24"
"GSM1772096171.7","29"
"GSM1772096128.4","29"
"GSM1772096145.1","28"
"GSM1772096145.2","29"
"GSM1772096145.3","29"
"GSM1772084020.3","6"
"GSM1772084020.4","28"
"GSM1772084020.5","28"
"GSM1772084020.6","29"
"GSM1772084020.7","24"
"GSM1772084014.6","28"
"GSM1772084017.10","28"
"GSM1772084017.11","26"
"GSM1772084021.12","28"
"GSM1772092013.5","24"
"GSM1772078029.6","26"
"GSM1772075304.18","24"
"GSM1772075304.19","24"
"GSM1772078031.4","28"
"GSM1772089190.8","28"
"GSM1772078016.12","28"
"GSM1772075304.20","24"
"GSM1772084017.12","28"
"GSM1772078013.7","29"
"GSM1772075304.21","28"
"GSM1772092008.7","6"
"GSM1772089195.8","28"
"GSM1772096102.7","28"
"GSM1772078028.6","29"
"GSM1772078029.7","24"
"GSM1772096097.8","28"
"GSM1772096096.6","28"
"GSM1772075310.4","28"
"GSM1772075310.5","28"
"GSM1772096168.10","28"
"GSM1772096100.23","28"
"GSM1772096102.8","28"
"GSM1772078030.14","24"
"GSM1772096168.11","31"
"GSM1772078030.15","29"
"GSM1772092008.8","24"
"GSM1772075310.6","24"
"GSM1772096134.9","32"
"GSM1772078028.7","24"
"GSM1772096136.15","28"
"GSM1772078018.6","28"
"GSM1772078022.4","29"
"GSM1772078019.10","24"
"GSM1772096136.16","28"
"GSM1772089194.13","29"
"GSM1772096168.12","28"
"GSM1772096168.13","28"
"GSM1772092008.9","18"
"GSM1772078013.8","24"
"GSM1772078018.7","24"
"GSM1772075305.13","26"
"GSM1772075304.22","29"
"GSM1772096133.12","32"
"GSM1772092008.10","29"
"GSM1772078018.8","29"
"GSM1772078028.8","6"
"GSM1772089194.14","29"
"GSM1772078018.9","31"
"GSM1772096126.9","28"
"GSM1772096136.17","32"
"GSM1772078031.5","18"
"GSM1772084017.13","28"
"GSM1772078030.16","29"
"GSM1772078017.11","6"
"GSM1772078029.8","28"
"GSM1772089194.15","28"
"GSM1772089190.9","29"
"GSM1772092008.11","26"
"GSM1772092012.6","27"
"GSM1772078013.9","27"
"GSM1772075304.23","27"
"GSM1772075305.14","27"
"GSM1772075304.24","26"
"GSM1772078030.17","26"
"GSM1772075305.15","26"
"GSM1772078030.18","26"
"GSM1772092013.6","26"
"GSM1772075304.25","26"
"GSM1772078016.13","26"
"GSM1772078022.5","6"
"GSM1772078013.10","26"
"GSM1772075304.26","27"
"GSM1772078013.11","26"
"GSM1772075317.8","26"
"GSM1772096136.18","26"
"GSM1772075305.16","27"
"GSM1772078028.9","26"
"GSM1772078014.6","26"
"GSM1772078017.12","26"
"GSM1772092013.7","26"
"GSM1772092008.12","27"
"GSM1772092011.3","17"
"GSM1772089196.5","26"
"GSM1772096162.14","26"
"GSM1772096144.7","26"
"GSM1772075317.9","26"
"GSM1772075310.7","27"
"GSM1772078016.14","26"
"GSM1772078022.6","26"
"GSM1772089190.10","26"
"GSM1772092005.2","26"
"GSM1772096128.5","26"
"GSM1772078014.7","26"
"GSM1772078016.15","17"
"GSM1772078018.10","26"
"GSM1772089195.9","26"
"GSM1772096097.9","26"
"GSM1772096133.13","6"
"GSM1772078030.19","24"
"GSM1772096132.19","17"
"GSM1772078030.20","24"
"GSM1772078030.21","24"
"GSM1772078030.22","26"
"GSM1772078030.23","24"
"GSM1772078013.12","26"
"GSM1772078017.13","26"
"GSM1772078022.7","24"
"GSM1772092012.7","24"
"GSM1772092013.8","26"
"GSM1772092013.9","26"
"GSM1772089195.10","26"
"GSM1772089187.5","24"
"GSM1772092005.3","24"
"GSM1772092005.4","26"
"GSM1772096138.26","26"
"GSM1772096101.18","26"
"GSM1772078013.13","26"
"GSM1772092008.13","24"
"GSM1772089190.11","26"
"GSM1772078013.14","26"
"GSM1772078017.14","24"
"GSM1772078030.24","26"
"GSM1772078030.25","26"
"GSM1772078030.26","26"
"GSM1772078017.15","32"
"GSM1772089194.16","24"
"GSM1772089194.17","24"
"GSM1772089195.11","26"
"GSM1772089196.6","24"
"GSM1772096101.19","24"
"GSM1772089196.7","26"
"GSM1772078018.11","26"
"GSM1772078016.16","26"
"GSM1772078022.8","26"
"GSM1772078017.16","26"
"GSM1772075317.10","16"
"GSM1772075317.11","26"
"GSM1772075310.8","26"
"GSM1772096168.14","26"
"GSM1772078031.6","26"
"GSM1772078017.17","26"
"GSM1772096103.22","29"
"GSM1772092012.8","26"
"GSM1772078013.15","26"
"GSM1772078014.8","26"
"GSM1772078029.9","26"
"GSM1772078014.9","26"
"GSM1772096158.1","26"
"GSM1772096141.31","26"
"GSM1772089194.18","26"
"GSM1772075310.9","6"
"GSM1772078030.27","24"
"GSM1772078030.28","26"
"GSM1772078013.16","16"
"GSM1772078014.10","26"
"GSM1772078018.12","24"
"GSM1772078018.13","24"
"GSM1772078018.14","26"
"GSM1772092008.14","24"
"GSM1772089196.8","26"
"GSM1772089190.12","24"
"GSM1772089187.6","26"
"GSM1772092004.6","24"
"GSM1772096100.24","32"
"GSM1772092008.15","26"
"GSM1772096132.20","26"
"GSM1772078018.15","26"
"GSM1772075305.17","27"
"GSM1772078017.18","17"
"GSM1772089194.19","24"
"GSM1772092012.9","27"
"GSM1772096136.19","24"
"GSM1772089186.8","24"
"GSM1772078031.7","18"
"GSM1772089186.9","24"
"GSM1772089190.13","26"
"GSM1772078017.19","17"
"GSM1772078017.20","26"
"GSM1772089190.14","26"
"GSM1772089194.20","26"
"GSM1772078031.8","18"
"GSM1772078028.10","26"
"GSM1772089188.5","24"
"GSM1772092012.10","26"
"GSM1772078014.11","26"
"GSM1772078013.17","26"
"GSM1772075317.12","26"
"GSM1772075310.10","2"
"GSM1772075310.11","6"
"GSM1772078028.11","24"
"GSM1772078028.12","25"
"GSM1772078029.10","26"
"GSM1772078029.11","26"
"GSM1772078029.12","25"
"GSM1772078030.29","6"
"GSM1772078013.18","26"
"GSM1772078013.19","24"
"GSM1772078014.12","24"
"GSM1772078016.17","26"
"GSM1772078016.18","24"
"GSM1772078016.19","26"
"GSM1772078017.21","24"
"GSM1772078018.16","24"
"GSM1772078018.17","24"
"GSM1772078023.1","29"
"GSM1772078023.2","26"
"GSM1772092008.16","29"
"GSM1772092009.6","24"
"GSM1772092009.7","24"
"GSM1772092010.5","26"
"GSM1772092010.6","24"
"GSM1772092010.7","24"
"GSM1772092011.4","24"
"GSM1772089194.21","24"
"GSM1772089194.22","24"
"GSM1772089195.12","24"
"GSM1772089190.15","24"
"GSM1772089188.6","24"
"GSM1772089188.7","24"
"GSM1772089186.10","24"
"GSM1772089187.7","24"
"GSM1772096158.2","26"
"GSM1772096096.7","26"
"GSM1772096096.8","6"
"GSM1772096096.9","24"
"GSM1772096097.10","24"
"GSM1772096099.14","6"
"GSM1772096099.15","25"
"GSM1772096099.16","6"
"GSM1772096099.17","24"
"GSM1772096100.25","27"
"GSM1772096100.26","26"
"GSM1772096100.27","22"
"GSM1772096101.20","26"
"GSM1772096101.21","24"
"GSM1772096101.22","24"
"GSM1772096101.23","25"
"GSM1772096102.9","24"
"GSM1772096102.10","24"
"GSM1772096103.23","24"
"GSM1772096103.24","24"
"GSM1772096132.21","24"
"GSM1772096132.22","24"
"GSM1772096132.23","24"
"GSM1772096132.24","29"
"GSM1772096132.25","24"
"GSM1772096132.26","24"
"GSM1772096135.20","29"
"GSM1772096135.21","24"
"GSM1772096133.14","26"
"GSM1772096136.20","24"
"GSM1772096136.21","22"
"GSM1772096136.22","24"
"GSM1772096136.23","24"
"GSM1772096138.27","24"
"GSM1772096141.32","24"
"GSM1772096141.33","24"
"GSM1772096141.34","29"
"GSM1772096162.15","25"
"GSM1772096162.16","24"
"GSM1772096162.17","6"
"GSM1772096162.18","26"
"GSM1772096162.19","6"
"GSM1772096162.20","24"
"GSM1772096165.14","25"
"GSM1772096165.15","26"
"GSM1772096168.15","29"
"GSM1772096171.8","26"
"GSM1772096171.9","24"
"GSM1772096171.10","24"
"GSM1772096171.11","6"
"GSM1772096128.6","6"
"GSM1772096131","24"
"GSM1772096145.4","24"
"GSM1772096175.4","24"
"GSM1772096175.5","29"
"GSM1772084020.8","24"
"GSM1772084021.13","26"
"GSM1772084021.14","30"
"GSM1772058147.2","24"
"GSM1772075310.12","24"
"GSM1772075310.13","24"
"GSM1772078029.13","29"
"GSM1772078029.14","26"
"GSM1772078013.20","24"
"GSM1772078014.13","26"
"GSM1772078014.14","26"
"GSM1772078014.15","24"
"GSM1772078016.20","24"
"GSM1772078022.9","24"
"GSM1772078023.3","24"
"GSM1772092012.11","24"
"GSM1772092009.8","24"
"GSM1772092009.9","24"
"GSM1772092009.10","24"
"GSM1772092010.8","26"
"GSM1772092010.9","24"
"GSM1772092010.10","24"
"GSM1772089195.13","29"
"GSM1772089196.9","24"
"GSM1772089188.8","24"
"GSM1772089188.9","24"
"GSM1772092005.5","24"
"GSM1772096127","6"
"GSM1772096096.10","24"
"GSM1772096099.18","25"
"GSM1772096099.19","24"
"GSM1772096099.20","26"
"GSM1772096099.21","24"
"GSM1772096100.28","6"
"GSM1772096101.24","25"
"GSM1772096102.11","24"
"GSM1772096103.25","6"
"GSM1772096103.26","26"
"GSM1772096103.27","26"
"GSM1772096103.28","26"
"GSM1772096103.29","24"
"GSM1772096103.30","24"
"GSM1772096103.31","26"
"GSM1772096103.32","24"
"GSM1772096132.27","24"
"GSM1772096132.28","24"
"GSM1772096132.29","26"
"GSM1772096132.30","26"
"GSM1772096132.31","24"
"GSM1772096132.32","24"
"GSM1772096132.33","24"
"GSM1772096132.34","26"
"GSM1772096132.35","26"
"GSM1772096135.22","29"
"GSM1772096133.15","6"
"GSM1772096133.16","25"
"GSM1772096134.10","25"
"GSM1772096134.11","24"
"GSM1772096136.24","6"
"GSM1772096136.25","17"
"GSM1772096136.26","26"
"GSM1772096138.28","24"
"GSM1772096138.29","6"
"GSM1772096138.30","26"
"GSM1772096140.16","26"
"GSM1772096140.17","24"
"GSM1772096144.8","24"
"GSM1772096162.21","24"
"GSM1772096162.22","29"
"GSM1772096162.23","24"
"GSM1772096162.24","24"
"GSM1772096165.16","16"
"GSM1772096165.17","29"
"GSM1772096171.12","24"
"GSM1772096171.13","26"
"GSM1772096171.14","26"
"GSM1772096172.10","24"
"GSM1772096172.11","26"
"GSM1772096173.10","24"
"GSM1772096128.7","25"
"GSM1772096128.8","27"
"GSM1772096145.5","16"
"GSM1772096145.6","16"
"GSM1772078018.18","26"
"GSM1772096126.10","26"
"GSM1772096097.11","26"
"GSM1772096134.12","26"
"GSM1772096144.9","26"
"GSM1772089195.14","26"
"GSM1772078017.22","26"
"GSM1772078028.13","26"
"GSM1772092012.12","26"
"GSM1772089194.23","24"
"GSM1772089195.15","26"
"GSM1772089190.16","26"
"GSM1772092005.6","24"
"GSM1772096100.29","26"
"GSM1772096132.36","27"
"GSM1772096136.27","26"
"GSM1772096168.16","27"
"GSM1772092004.7","13"
"GSM1772092012.13","13"
"GSM1772096126.11","13"
"GSM1772089187.8","13"
"GSM1772089186.11","13"
"GSM1772089194.24","13"
