"","sc3_32_clusters"
"GSM1772089187.9","13"
"GSM1772075305.18","13"
"GSM1772078029.15","13"
"GSM1772089186.12","13"
"GSM1772096173.11","13"
"GSM1772096173.12","13"
"GSM1772078022.10","16"
"GSM1772075310.14","13"
"GSM1772096138.31","16"
"GSM1772096131.1","13"
"GSM1772089196.10","13"
"GSM1772092004.8","13"
"GSM1772089190.17","13"
"GSM1772092012.14","13"
"GSM1772078013.21","13"
"GSM1772092013.10","13"
"GSM1772092013.11","13"
"GSM1772078022.11","13"
"GSM1772096140.18","13"
"GSM1772089186.13","23"
"GSM1772092012.15","13"
"GSM1772092013.12","13"
"GSM1772092012.16","13"
"GSM1772096097.12","13"
"GSM1772089190.18","13"
"GSM1772078023.4","13"
"GSM1772092012.17","13"
"GSM1772092013.13","13"
"GSM1772078017.23","32"
"GSM1772092013.14","13"
"GSM1772092013.15","30"
"GSM1772075305.19","13"
"GSM1772078023.5","4"
"GSM1772092013.16","13"
"GSM1772092012.18","32"
"GSM1772092013.17","13"
"GSM1772092012.19","13"
"GSM1772078030.30","13"
"GSM1772092012.20","13"
"GSM1772089190.19","11"
"GSM1772078017.24","13"
"GSM1772078018.19","13"
"GSM1772096100.30","13"
"GSM1772096101.25","25"
"GSM1772096138.32","13"
"GSM1772096141.35","13"
"GSM1772096171.15","13"
"GSM1772084014.7","13"
"GSM1772092004.9","13"
"GSM1772084014.8","13"
"GSM1772078022.12","13"
"GSM1772096136.28","32"
"GSM1772089188.10","13"
"GSM1772096171.16","13"
"GSM1772078022.13","13"
"GSM1772084014.9","13"
"GSM1772092004.10","13"
"GSM1772075304.27","13"
"GSM1772075304.28","13"
"GSM1772075305.20","13"
"GSM1772092012.21","13"
"GSM1772092011.5","13"
"GSM1772089195.16","13"
"GSM1772089190.20","13"
"GSM1772096131.2","13"
"GSM1772089195.17","9"
"GSM1772096171.17","13"
"GSM1772078018.20","20"
"GSM1772089187.10","13"
"GSM1772092013.18","13"
"GSM1772092005.7","13"
"GSM1772092008.17","9"
"GSM1772089190.21","13"
"GSM1772078022.14","13"
"GSM1772089188.11","13"
"GSM1772089190.22","32"
"GSM1772078018.21","13"
"GSM1772078017.25","13"
"GSM1772078016.21","13"
"GSM1772089196.11","13"
"GSM1772089190.23","24"
"GSM1772092005.8","13"
"GSM1772092012.22","13"
"GSM1772096136.29","13"
"GSM1772089187.11","13"
"GSM1772096139.17","32"
"GSM1772075317.13","13"
"GSM1772096134.13","13"
"GSM1772089190.24","13"
"GSM1772092008.18","13"
"GSM1772089188.12","13"
"GSM1772089188.13","13"
"GSM1772089188.14","13"
"GSM1772075304.29","19"
"GSM1772089187.12","13"
"GSM1772092012.23","13"
"GSM1772092012.24","13"
"GSM1772092013.19","13"
"GSM1772092004.11","13"
"GSM1772092005.9","13"
"GSM1772089186.14","13"
"GSM1772089194.25","13"
"GSM1772096134.14","26"
"GSM1772096173.13","13"
"GSM1772096145.7","13"
"GSM1772096145.8","13"
"GSM1772096171.18","13"
"GSM1772078028.14","13"
"GSM1772096172.12","13"
"GSM1772089188.15","13"
"GSM1772096133.17","12"
"GSM1772075304.30","13"
"GSM1772096144.10","13"
"GSM1772078017.26","13"
"GSM1772096140.19","30"
"GSM1772096173.14","13"
"GSM1772089190.25","13"
"GSM1772089190.26","13"
"GSM1772089188.16","13"
"GSM1772096131.3","13"
"GSM1772075305.21","32"
"GSM1772078023.6","13"
"GSM1772089186.15","13"
"GSM1772089187.13","13"
"GSM1772075304.31","11"
"GSM1772096103.33","27"
"GSM1772078028.15","13"
"GSM1772096140.20","12"
"GSM1772075317.14","13"
"GSM1772075317.15","13"
"GSM1772075317.16","13"
"GSM1772075317.17","13"
"GSM1772075304.32","13"
"GSM1772075310.15","16"
"GSM1772075310.16","13"
"GSM1772078014.16","13"
"GSM1772078014.17","32"
"GSM1772078016.22","2"
"GSM1772078017.27","23"
"GSM1772078019.11","13"
"GSM1772078019.12","26"
"GSM1772092012.25","13"
"GSM1772092012.26","19"
"GSM1772089194.26","13"
"GSM1772089195.18","13"
"GSM1772089190.27","19"
"GSM1772089190.28","20"
"GSM1772089187.14","13"
"GSM1772089187.15","13"
"GSM1772092005.10","13"
"GSM1772092005.11","13"
"GSM1772096126.12","13"
"GSM1772096161","13"
"GSM1772096096.11","26"
"GSM1772096097.13","20"
"GSM1772096099.22","28"
"GSM1772096101.26","13"
"GSM1772096102.12","13"
"GSM1772096102.13","13"
"GSM1772096102.14","13"
"GSM1772096102.15","24"
"GSM1772096135.23","30"
"GSM1772096133.18","24"
"GSM1772096133.19","13"
"GSM1772096133.20","26"
"GSM1772096133.21","29"
"GSM1772096134.15","13"
"GSM1772096136.30","27"
"GSM1772096140.21","29"
"GSM1772096140.22","13"
"GSM1772096140.23","13"
"GSM1772096144.11","13"
"GSM1772096162.25","13"
"GSM1772096162.26","16"
"GSM1772096162.27","13"
"GSM1772096165.18","2"
"GSM1772096168.17","13"
"GSM1772096171.19","3"
"GSM1772096171.20","29"
"GSM1772096172.13","13"
"GSM1772096173.15","13"
"GSM1772096173.16","24"
"GSM1772096128.9","13"
"GSM1772096128.10","13"
"GSM1772096131.4","13"
"GSM1772096145.9","13"
"GSM1772096145.10","13"
"GSM1772096145.11","13"
"GSM1772096175.6","2"
"GSM1772096175.7","24"
"GSM1772096175.8","3"
"GSM1772084020.9","9"
"GSM1772084020.10","13"
"GSM1772084014.10","13"
"GSM1772084017.14","5"
"GSM1772084021.15","13"
"GSM1772075310.17","13"
"GSM1772078030.31","23"
"GSM1772078013.22","13"
"GSM1772078018.22","13"
"GSM1772092012.27","26"
"GSM1772092012.28","13"
"GSM1772092011.6","13"
"GSM1772092011.7","10"
"GSM1772092004.12","13"
"GSM1772096126.13","23"
"GSM1772096126.14","19"
"GSM1772096100.31","2"
"GSM1772096102.16","13"
"GSM1772096103.34","15"
"GSM1772096133.22","12"
"GSM1772096138.33","13"
"GSM1772096139.18","23"
"GSM1772096141.36","12"
"GSM1772096165.19","13"
"GSM1772096168.18","13"
"GSM1772096131.5","1"
"GSM1772084014.11","13"
"GSM1772078029.16","3"
"GSM1772078029.17","20"
"GSM1772092012.29","13"
"GSM1772092009.11","13"
"GSM1772092011.8","23"
"GSM1772089188.17","13"
"GSM1772092004.13","13"
"GSM1772096097.14","13"
"GSM1772096101.27","26"
"GSM1772096102.17","13"
"GSM1772096132.37","12"
"GSM1772096136.31","29"
"GSM1772096136.32","28"
"GSM1772096165.20","5"
"GSM1772096172.14","13"
"GSM1772084021.16","12"
"GSM1772058147.3","16"
"GSM1772075310.18","26"
"GSM1772089188.18","13"
"GSM1772096096.12","13"
"GSM1772096099.23","13"
"GSM1772096138.34","30"
"GSM1772096165.21","30"
"GSM1772096168.19","13"
"GSM1772096172.15","13"
"GSM1772096173.17","30"
"GSM1772078019.13","23"
"GSM1772089195.19","24"
"GSM1772096096.13","26"
"GSM1772096135.24","24"
"GSM1772096162.28","1"
"GSM1772096173.18","16"
"GSM1772078029.18","3"
"GSM1772078019.14","4"
"GSM1772078019.15","23"
"GSM1772078019.16","13"
"GSM1772092013.20","23"
"GSM1772096158.3","13"
"GSM1772096161.1","23"
"GSM1772096100.32","28"
"GSM1772096141.37","5"
"GSM1772096162.29","24"
"GSM1772096128.11","28"
"GSM1772075304.33","9"
"GSM1772092005.12","9"
"GSM1772089186.16","9"
"GSM1772092004.14","9"
"GSM1772084021.17","10"
"GSM1772096127.1","9"
"GSM1772058147.4","9"
"GSM1772084014.12","9"
"GSM1772075305.22","26"
"GSM1772084017.15","4"
"GSM1772075305.23","32"
"GSM1772078030.32","30"
"GSM1772075304.34","9"
"GSM1772078031.9","9"
"GSM1772058147.5","10"
"GSM1772078014.18","9"
"GSM1772078030.33","9"
"GSM1772092013.21","9"
"GSM1772096126.15","9"
"GSM1772096128.12","9"
"GSM1772096132.38","9"
"GSM1772078031.10","11"
"GSM1772096161.2","9"
"GSM1772096165.22","9"
"GSM1772096131.6","9"
"GSM1772096128.13","9"
"GSM1772075309.1","5"
"GSM1772078019.17","9"
"GSM1772092010.11","9"
"GSM1772058147.6","23"
"GSM1772075319","9"
"GSM1772078029.19","9"
"GSM1772078031.11","9"
"GSM1772089195.20","9"
"GSM1772089196.12","9"
"GSM1772089186.17","9"
"GSM1772089186.18","9"
"GSM1772089187.16","9"
"GSM1772092004.15","9"
"GSM1772096158.4","9"
"GSM1772096131.7","9"
"GSM1772084021.18","9"
"GSM1772075319.1","9"
"GSM1772089190.29","9"
"GSM1772096131.8","4"
"GSM1772089194.27","9"
"GSM1772092010.12","2"
"GSM1772092005.13","9"
"GSM1772078017.28","27"
"GSM1772096126.16","4"
"GSM1772078028.16","9"
"GSM1772078013.23","9"
"GSM1772092004.16","9"
"GSM1772078016.23","9"
"GSM1772096172.16","9"
"GSM1772089186.19","9"
"GSM1772078029.20","9"
"GSM1772058147.7","9"
"GSM1772096135.25","32"
"GSM1772078018.23","10"
"GSM1772092008.19","9"
"GSM1772092011.9","9"
"GSM1772096168.20","9"
"GSM1772096127.2","5"
"GSM1772058147.8","9"
"GSM1772058147.9","9"
"GSM1772058147.10","9"
"GSM1772075317.18","32"
"GSM1772075305.24","9"
"GSM1772078031.12","9"
"GSM1772089187.17","9"
"GSM1772092004.17","9"
"GSM1772092004.18","9"
"GSM1772096126.17","9"
"GSM1772096139.19","15"
"GSM1772096141.38","9"
"GSM1772096128.14","9"
"GSM1772058147.11","4"
"GSM1772058147.12","7"
"GSM1772075309.2","4"
"GSM1772078030.34","9"
"GSM1772078031.13","9"
"GSM1772078013.24","9"
"GSM1772078018.24","9"
"GSM1772078019.18","8"
"GSM1772078019.19","2"
"GSM1772092012.30","9"
"GSM1772092009.12","9"
"GSM1772092009.13","9"
"GSM1772089186.20","9"
"GSM1772092004.19","9"
"GSM1772096126.18","9"
"GSM1772096126.19","4"
"GSM1772096127.3","16"
"GSM1772096127.4","9"
"GSM1772096131.9","9"
"GSM1772092008.20","9"
"GSM1772058147.13","9"
"GSM1772092004.20","9"
"GSM1772058147.14","9"
"GSM1772096158.5","9"
"GSM1772075304.35","9"
"GSM1772089196.13","9"
"GSM1772075309.3","9"
"GSM1772089194.28","27"
"GSM1772075305.25","9"
"GSM1772058147.15","9"
"GSM1772075319.2","9"
"GSM1772075309.4","9"
"GSM1772078030.35","9"
"GSM1772078017.29","9"
"GSM1772092008.21","9"
"GSM1772089186.21","9"
"GSM1772096127.5","9"
"GSM1772096158.6","9"
"GSM1772096131.10","9"
"GSM1772078014.19","9"
"GSM1772092004.21","9"
"GSM1772096127.6","9"
"GSM1772075310.19","10"
"GSM1772078022.15","10"
"GSM1772092010.13","23"
"GSM1772092011.10","23"
"GSM1772096131.11","5"
"GSM1772058147.16","9"
"GSM1772058147.17","9"
"GSM1772058147.18","16"
"GSM1772058147.19","23"
"GSM1772058147.20","7"
"GSM1772058147.21","7"
"GSM1772058147.22","7"
"GSM1772058147.23","10"
"GSM1772075319.3","19"
"GSM1772075319.4","10"
"GSM1772075319.5","9"
"GSM1772075319.6","9"
"GSM1772075304.36","10"
"GSM1772075304.37","20"
"GSM1772075309.5","5"
"GSM1772075310.20","9"
"GSM1772078030.36","9"
"GSM1772078031.14","26"
"GSM1772078013.25","9"
"GSM1772078014.20","9"
"GSM1772078014.21","9"
"GSM1772078019.20","9"
"GSM1772078019.21","9"
"GSM1772092009.14","9"
"GSM1772092009.15","10"
"GSM1772092009.16","9"
"GSM1772092009.17","12"
"GSM1772092010.14","9"
"GSM1772092010.15","9"
"GSM1772092011.11","28"
"GSM1772092011.12","9"
"GSM1772092011.13","9"
"GSM1772092011.14","9"
"GSM1772092011.15","25"
"GSM1772089194.29","9"
"GSM1772089194.30","9"
"GSM1772089194.31","12"
"GSM1772089194.32","28"
"GSM1772089194.33","9"
"GSM1772089194.34","24"
"GSM1772089195.21","10"
"GSM1772089195.22","26"
"GSM1772089196.14","23"
"GSM1772089196.15","9"
"GSM1772089196.16","9"
"GSM1772089196.17","9"
"GSM1772089196.18","9"
"GSM1772089196.19","9"
"GSM1772089188.19","9"
"GSM1772089186.22","9"
"GSM1772089187.18","9"
"GSM1772092004.22","9"
"GSM1772092004.23","9"
"GSM1772092004.24","10"
"GSM1772092004.25","9"
"GSM1772092005.14","9"
"GSM1772096126.20","5"
"GSM1772096126.21","9"
"GSM1772096126.22","12"
"GSM1772096126.23","1"
"GSM1772096126.24","9"
"GSM1772096126.25","9"
"GSM1772096126.26","1"
"GSM1772096126.27","9"
"GSM1772096126.28","9"
"GSM1772096127.7","9"
"GSM1772096127.8","4"
"GSM1772096127.9","9"
"GSM1772096158.7","9"
"GSM1772096158.8","9"
"GSM1772096161.3","9"
"GSM1772096161.4","9"
"GSM1772096099.24","26"
"GSM1772096103.35","9"
"GSM1772096103.36","26"
"GSM1772096103.37","24"
"GSM1772096132.39","12"
"GSM1772096132.40","9"
"GSM1772096132.41","9"
"GSM1772096133.23","28"
"GSM1772096133.24","10"
"GSM1772096134.16","30"
"GSM1772096134.17","28"
"GSM1772096134.18","12"
"GSM1772096134.19","29"
"GSM1772096139.20","4"
"GSM1772096141.39","9"
"GSM1772096165.23","3"
"GSM1772096168.21","23"
"GSM1772096171.21","9"
"GSM1772096171.22","9"
"GSM1772096172.17","24"
"GSM1772096172.18","9"
"GSM1772096172.19","9"
"GSM1772096172.20","9"
"GSM1772096172.21","1"
"GSM1772096173.19","2"
"GSM1772096173.20","25"
"GSM1772096128.15","2"
"GSM1772096128.16","10"
"GSM1772096128.17","9"
"GSM1772096128.18","24"
"GSM1772096131.12","2"
"GSM1772096131.13","2"
"GSM1772096131.14","9"
"GSM1772096131.15","26"
"GSM1772096131.16","9"
"GSM1772096131.17","4"
"GSM1772096145.12","10"
"GSM1772096145.13","19"
"GSM1772096145.14","9"
"GSM1772096175.9","24"
"GSM1772084020.11","10"
"GSM1772084017.16","1"
"GSM1772084017.17","10"
"GSM1772084017.18","31"
"GSM1772084017.19","9"
"GSM1772084021.19","1"
"GSM1772058147.24","23"
"GSM1772058147.25","9"
"GSM1772058147.26","23"
"GSM1772058147.27","10"
"GSM1772058147.28","10"
"GSM1772058147.29","10"
"GSM1772058147.30","10"
"GSM1772058147.31","7"
"GSM1772058147.32","7"
"GSM1772058147.33","7"
"GSM1772058147.34","7"
"GSM1772058147.35","23"
"GSM1772058147.36","23"
"GSM1772058147.37","16"
"GSM1772075304.38","5"
"GSM1772075305.26","25"
"GSM1772075305.27","12"
"GSM1772075309.6","5"
"GSM1772075309.7","9"
"GSM1772078028.17","9"
"GSM1772078029.21","19"
"GSM1772078031.15","9"
"GSM1772078013.26","11"
"GSM1772078017.30","4"
"GSM1772078018.25","16"
"GSM1772078019.22","4"
"GSM1772078019.23","28"
"GSM1772078019.24","24"
"GSM1772078019.25","10"
"GSM1772092012.31","9"
"GSM1772092009.18","20"
"GSM1772092010.16","10"
"GSM1772092010.17","9"
"GSM1772092010.18","9"
"GSM1772092010.19","9"
"GSM1772092010.20","10"
"GSM1772092011.16","9"
"GSM1772092011.17","9"
"GSM1772089196.20","9"
"GSM1772089196.21","9"
"GSM1772089186.23","28"
"GSM1772089187.19","9"
"GSM1772089187.20","24"
"GSM1772089187.21","10"
"GSM1772089187.22","9"
"GSM1772089187.23","9"
"GSM1772089187.24","19"
"GSM1772096127.10","4"
"GSM1772096127.11","5"
"GSM1772096158.9","10"
"GSM1772096158.10","23"
"GSM1772096161.5","9"
"GSM1772096096.14","22"
"GSM1772096097.15","27"
"GSM1772096100.33","15"
"GSM1772096133.25","32"
"GSM1772096133.26","32"
"GSM1772096134.20","28"
"GSM1772096172.22","9"
"GSM1772096173.21","19"
"GSM1772096131.18","9"
"GSM1772096145.15","16"
"GSM1772084017.20","4"
"GSM1772084017.21","5"
"GSM1772084021.20","15"
"GSM1772092008.22","10"
"GSM1772078018.26","10"
"GSM1772075319.7","5"
"GSM1772058147.38","10"
"GSM1772058147.39","10"
"GSM1772096131.19","10"
"GSM1772058147.40","7"
"GSM1772058147.41","10"
"GSM1772058147.42","23"
"GSM1772078031.16","10"
"GSM1772092008.23","27"
"GSM1772089186.24","9"
"GSM1772096134.21","10"
"GSM1772078023.7","9"
"GSM1772084017.22","10"
"GSM1772058147.43","10"
"GSM1772096131.20","9"
"GSM1772078019.26","10"
"GSM1772078019.27","10"
"GSM1772075305.28","9"
"GSM1772075309.8","6"
"GSM1772078029.22","5"
"GSM1772058147.44","7"
"GSM1772096172.23","9"
"GSM1772075319.8","7"
"GSM1772092004.26","9"
"GSM1772075305.29","10"
"GSM1772092004.27","9"
"GSM1772078031.17","8"
"GSM1772078017.31","4"
"GSM1772089186.25","9"
"GSM1772092008.24","9"
"GSM1772075305.30","2"
"GSM1772078019.28","10"
"GSM1772078019.29","10"
"GSM1772089186.26","9"
"GSM1772092013.22","9"
"GSM1772092012.32","27"
"GSM1772092008.25","9"
"GSM1772092013.23","9"
"GSM1772075304.39","9"
"GSM1772089186.27","9"
"GSM1772078031.18","4"
"GSM1772089186.28","9"
"GSM1772078031.19","10"
"GSM1772078031.20","2"
"GSM1772078031.21","5"
"GSM1772078031.22","10"
"GSM1772078031.23","9"
"GSM1772096096.15","29"
"GSM1772075309.9","2"
"GSM1772096101.28","23"
"GSM1772092012.33","9"
"GSM1772092009.19","23"
"GSM1772092012.34","9"
"GSM1772092008.26","23"
"GSM1772092008.27","23"
"GSM1772075304.40","23"
"GSM1772089190.30","23"
"GSM1772078031.24","16"
"GSM1772075304.41","23"
"GSM1772089186.29","23"
"GSM1772075319.9","23"
"GSM1772084017.23","3"
"GSM1772096099.25","23"
"GSM1772096131.21","23"
"GSM1772078019.30","9"
"GSM1772078013.27","23"
"GSM1772078031.25","19"
"GSM1772078018.27","23"
"GSM1772096101.29","23"
"GSM1772078031.26","23"
"GSM1772078013.28","23"
"GSM1772078018.28","23"
"GSM1772089190.31","23"
"GSM1772058147.45","23"
"GSM1772078028.18","23"
"GSM1772096099.26","16"
"GSM1772096172.24","3"
"GSM1772092005.15","23"
"GSM1772096097.16","24"
"GSM1772096097.17","26"
"GSM1772084014.13","30"
"GSM1772096173.22","28"
"GSM1772096100.34","23"
"GSM1772096100.35","23"
"GSM1772092005.16","23"
"GSM1772078017.32","23"
"GSM1772096144.12","23"
"GSM1772078013.29","23"
"GSM1772078014.22","23"
"GSM1772078023.8","23"
"GSM1772092004.28","23"
"GSM1772078019.31","23"
"GSM1772089186.30","23"
"GSM1772078016.24","23"
"GSM1772058147.46","23"
"GSM1772078014.23","21"
"GSM1772096145.16","14"
"GSM1772078030.37","21"
"GSM1772084014.14","5"
"GSM1772096135.26","21"
"GSM1772096133.27","25"
"GSM1772096134.22","25"
"GSM1772075305.31","2"
"GSM1772092012.35","21"
"GSM1772078018.29","21"
"GSM1772096103.38","14"
"GSM1772078029.23","2"
"GSM1772078014.24","21"
"GSM1772092013.24","13"
"GSM1772096100.36","32"
"GSM1772096136.33","13"
"GSM1772096165.24","11"
"GSM1772089196.22","21"
"GSM1772078013.30","21"
"GSM1772089187.25","21"
"GSM1772078016.25","11"
"GSM1772096100.37","21"
"GSM1772092010.21","21"
"GSM1772078018.30","21"
"GSM1772096135.27","21"
"GSM1772096172.25","29"
"GSM1772092008.28","21"
"GSM1772078022.16","21"
"GSM1772096134.23","28"
"GSM1772078018.31","21"
"GSM1772078017.33","26"
"GSM1772096133.28","21"
"GSM1772096145.17","21"
"GSM1772078013.31","21"
"GSM1772096168.22","16"
"GSM1772078016.26","21"
"GSM1772078013.32","21"
"GSM1772096168.23","21"
"GSM1772078014.25","21"
"GSM1772096099.27","28"
"GSM1772078013.33","21"
"GSM1772078013.34","21"
"GSM1772092013.25","21"
"GSM1772078031.27","10"
"GSM1772078013.35","21"
"GSM1772092008.29","21"
"GSM1772078014.26","16"
"GSM1772096134.24","21"
"GSM1772058147.47","21"
"GSM1772092012.36","21"
"GSM1772096172.26","19"
"GSM1772092010.22","21"
"GSM1772096135.28","21"
"GSM1772092012.37","21"
"GSM1772092005.17","21"
"GSM1772096099.28","12"
"GSM1772096145.18","2"
"GSM1772096168.24","28"
"GSM1772078016.27","28"
"GSM1772096135.29","21"
"GSM1772096173.23","13"
"GSM1772092008.30","4"
"GSM1772096097.18","23"
"GSM1772096100.38","32"
"GSM1772096103.39","23"
"GSM1772096136.34","30"
"GSM1772096136.35","29"
"GSM1772096165.25","24"
"GSM1772096172.27","14"
"GSM1772096131.22","21"
"GSM1772058147.48","14"
"GSM1772058147.49","14"
"GSM1772058147.50","23"
"GSM1772075317.19","14"
"GSM1772075317.20","14"
"GSM1772075317.21","14"
"GSM1772075317.22","27"
"GSM1772075317.23","14"
"GSM1772075305.32","30"
"GSM1772075310.21","14"
"GSM1772075310.22","3"
"GSM1772078028.19","14"
"GSM1772078028.20","2"
"GSM1772078014.27","14"
"GSM1772078014.28","25"
"GSM1772078014.29","14"
"GSM1772078016.28","23"
"GSM1772078017.34","32"
"GSM1772078022.17","4"
"GSM1772078023.9","14"
"GSM1772092012.38","26"
"GSM1772092012.39","13"
"GSM1772092013.26","27"
"GSM1772092013.27","3"
"GSM1772092008.31","28"
"GSM1772092010.23","25"
"GSM1772092011.18","10"
"GSM1772092011.19","1"
"GSM1772092011.20","14"
"GSM1772092011.21","14"
"GSM1772089194.35","14"
"GSM1772089195.23","14"
"GSM1772089196.23","14"
"GSM1772089196.24","14"
"GSM1772089190.32","30"
"GSM1772089190.33","14"
"GSM1772089186.31","14"
"GSM1772089187.26","14"
"GSM1772096097.19","12"
"GSM1772096097.20","21"
"GSM1772096099.29","14"
"GSM1772096099.30","14"
"GSM1772096100.39","25"
"GSM1772096101.30","14"
"GSM1772096102.18","12"
"GSM1772096103.40","24"
"GSM1772096132.42","14"
"GSM1772096132.43","2"
"GSM1772096133.29","14"
"GSM1772096133.30","12"
"GSM1772096136.36","12"
"GSM1772096136.37","1"
"GSM1772096136.38","3"
"GSM1772096138.35","32"
"GSM1772096138.36","14"
"GSM1772096140.24","32"
"GSM1772096140.25","4"
"GSM1772096140.26","14"
"GSM1772096140.27","14"
"GSM1772096140.28","14"
"GSM1772096141.40","14"
"GSM1772096141.41","20"
"GSM1772096162.30","14"
"GSM1772096162.31","14"
"GSM1772096168.25","5"
"GSM1772096168.26","4"
"GSM1772096168.27","4"
"GSM1772096168.28","29"
"GSM1772096171.23","16"
"GSM1772096171.24","14"
"GSM1772096172.28","14"
"GSM1772096131.23","11"
"GSM1772096131.24","13"
"GSM1772096131.25","14"
"GSM1772096145.19","14"
"GSM1772096145.20","14"
"GSM1772096175.10","14"
"GSM1772084014.15","14"
"GSM1772084014.16","12"
"GSM1772084017.24","16"
"GSM1772075317.24","14"
"GSM1772075317.25","14"
"GSM1772075310.23","14"
"GSM1772078019.32","14"
"GSM1772078022.18","14"
"GSM1772078023.10","14"
"GSM1772092010.24","14"
"GSM1772092010.25","16"
"GSM1772096099.31","14"
"GSM1772096099.32","14"
"GSM1772096103.41","16"
"GSM1772096136.39","14"
"GSM1772096140.29","14"
"GSM1772096144.13","4"
"GSM1772096144.14","5"
"GSM1772096162.32","14"
"GSM1772096128.19","21"
"GSM1772084021.21","14"
"GSM1772092013.28","14"
"GSM1772075310.24","14"
"GSM1772078028.21","4"
"GSM1772092009.20","14"
"GSM1772092009.21","14"
"GSM1772078023.11","14"
"GSM1772078023.12","14"
"GSM1772092010.26","14"
"GSM1772078019.33","14"
"GSM1772078013.36","14"
"GSM1772092011.22","14"
"GSM1772092013.29","23"
"GSM1772092011.23","23"
"GSM1772096140.30","23"
"GSM1772078014.30","24"
"GSM1772096102.19","23"
"GSM1772089195.24","23"
"GSM1772096134.25","21"
"GSM1772078018.32","11"
"GSM1772078013.37","21"
"GSM1772075305.33","26"
"GSM1772092005.18","21"
"GSM1772092013.30","21"
"GSM1772096139.21","27"
"GSM1772096127.12","15"
"GSM1772075305.34","30"
"GSM1772058147.51","7"
"GSM1772075319.10","14"
"GSM1772075309.10","4"
"GSM1772078028.22","14"
"GSM1772096103.42","14"
"GSM1772096138.37","16"
"GSM1772096139.22","14"
"GSM1772096140.31","14"
"GSM1772096141.42","14"
"GSM1772096131.26","13"
"GSM1772096131.27","5"
"GSM1772096145.21","14"
"GSM1772089186.32","23"
"GSM1772096172.29","23"
"GSM1772078016.29","4"
"GSM1772078030.38","23"
"GSM1772078016.30","23"
"GSM1772096139.23","23"
"GSM1772075317.26","23"
"GSM1772075317.27","21"
"GSM1772078022.19","14"
"GSM1772078031.28","26"
"GSM1772089194.36","14"
"GSM1772092013.31","14"
"GSM1772096135.30","27"
"GSM1772058147.52","7"
"GSM1772078023.13","14"
"GSM1772078014.31","14"
"GSM1772078014.32","14"
"GSM1772078014.33","26"
"GSM1772078017.35","14"
"GSM1772092012.40","14"
"GSM1772092008.32","14"
"GSM1772089186.33","12"
"GSM1772096127.13","14"
"GSM1772078018.33","23"
"GSM1772078019.34","23"
"GSM1772089190.34","29"
"GSM1772078016.31","23"
"GSM1772078019.35","23"
"GSM1772078031.29","10"
"GSM1772092013.32","23"
"GSM1772078016.32","14"
"GSM1772078013.38","14"
"GSM1772075305.35","14"
"GSM1772092008.33","14"
"GSM1772075310.25","14"
"GSM1772078023.14","14"
"GSM1772075309.11","14"
"GSM1772075310.26","14"
"GSM1772092005.19","14"
"GSM1772078030.39","14"
"GSM1772078023.15","14"
"GSM1772075305.36","32"
"GSM1772075317.28","4"
"GSM1772075317.29","14"
"GSM1772075309.12","14"
"GSM1772075309.13","14"
"GSM1772078014.34","14"
"GSM1772078030.40","27"
"GSM1772075305.37","14"
"GSM1772092009.22","14"
"GSM1772092013.33","14"
"GSM1772075310.27","5"
"GSM1772096131.28","14"
"GSM1772078022.20","14"
"GSM1772078016.33","4"
"GSM1772092012.41","14"
"GSM1772096100.40","14"
"GSM1772096096.16","15"
"GSM1772096171.25","12"
"GSM1772078017.36","14"
"GSM1772078013.39","14"
"GSM1772075309.14","27"
"GSM1772092005.20","14"
"GSM1772078016.34","14"
"GSM1772092013.34","14"
"GSM1772078017.37","14"
"GSM1772075305.38","14"
"GSM1772058147.53","7"
"GSM1772096133.31","14"
"GSM1772092013.35","14"
"GSM1772078022.21","14"
"GSM1772078017.38","11"
"GSM1772078013.40","14"
"GSM1772078018.34","14"
"GSM1772078031.30","14"
"GSM1772078022.22","2"
"GSM1772078028.23","14"
"GSM1772078022.23","14"
"GSM1772075309.15","5"
"GSM1772075304.42","14"
"GSM1772075305.39","8"
"GSM1772096128.20","14"
"GSM1772084021.22","5"
"GSM1772075317.30","14"
"GSM1772092012.42","14"
"GSM1772096144.15","16"
"GSM1772075305.40","14"
"GSM1772078016.35","27"
"GSM1772078016.36","4"
"GSM1772058147.54","14"
"GSM1772075309.16","14"
"GSM1772075305.41","27"
"GSM1772096136.40","14"
"GSM1772058147.55","7"
"GSM1772078017.39","27"
"GSM1772075317.31","14"
"GSM1772075309.17","4"
"GSM1772075309.18","26"
"GSM1772058147.56","14"
"GSM1772078022.24","2"
"GSM1772075309.19","14"
"GSM1772075310.28","15"
"GSM1772075310.29","14"
"GSM1772075317.32","14"
"GSM1772078019.36","10"
"GSM1772084020.12","5"
"GSM1772078030.41","4"
"GSM1772075319.11","5"
"GSM1772078028.24","4"
"GSM1772096126.29","4"
"GSM1772075317.33","4"
"GSM1772084017.25","4"
"GSM1772096101.31","3"
"GSM1772096162.33","4"
"GSM1772084021.23","5"
"GSM1772078031.31","19"
"GSM1772096134.26","4"
"GSM1772096139.24","6"
"GSM1772096096.17","5"
"GSM1772096141.43","5"
"GSM1772078023.16","4"
"GSM1772078030.42","4"
"GSM1772078029.24","4"
"GSM1772078017.40","6"
"GSM1772078017.41","4"
"GSM1772078028.25","4"
"GSM1772078023.17","4"
"GSM1772096145.22","6"
