"","sc3_34_clusters"
"GSM1772089187.8","30"
"GSM1772089186.11","30"
"GSM1772089194.24","30"
"GSM1772089187.9","30"
"GSM1772075305.18","30"
"GSM1772078029.15","30"
"GSM1772089186.12","30"
"GSM1772096173.11","30"
"GSM1772096173.12","30"
"GSM1772078022.10","30"
"GSM1772075310.14","30"
"GSM1772096138.31","34"
"GSM1772096131.1","30"
"GSM1772089196.10","30"
"GSM1772092004.8","30"
"GSM1772089190.17","30"
"GSM1772092012.14","30"
"GSM1772078013.21","30"
"GSM1772092013.10","30"
"GSM1772092013.11","30"
"GSM1772078022.11","30"
"GSM1772096140.18","30"
"GSM1772089186.13","20"
"GSM1772092012.15","30"
"GSM1772092013.12","30"
"GSM1772092012.16","30"
"GSM1772096097.12","30"
"GSM1772089190.18","30"
"GSM1772078023.4","30"
"GSM1772092012.17","30"
"GSM1772092013.13","30"
"GSM1772078017.23","14"
"GSM1772092013.14","30"
"GSM1772092013.15","12"
"GSM1772075305.19","30"
"GSM1772078023.5","3"
"GSM1772092013.16","30"
"GSM1772092012.18","14"
"GSM1772092013.17","30"
"GSM1772092012.19","30"
"GSM1772078030.30","30"
"GSM1772092012.20","30"
"GSM1772089190.19","29"
"GSM1772078017.24","30"
"GSM1772078018.19","30"
"GSM1772096100.30","30"
"GSM1772096101.25","11"
"GSM1772096138.32","30"
"GSM1772096141.35","30"
"GSM1772096171.15","30"
"GSM1772084014.7","30"
"GSM1772092004.9","30"
"GSM1772084014.8","30"
"GSM1772078022.12","30"
"GSM1772096136.28","13"
"GSM1772089188.10","30"
"GSM1772096171.16","30"
"GSM1772078022.13","30"
"GSM1772084014.9","30"
"GSM1772092004.10","30"
"GSM1772075304.27","30"
"GSM1772075304.28","30"
"GSM1772075305.20","30"
"GSM1772092012.21","30"
"GSM1772092011.5","30"
"GSM1772089195.16","30"
"GSM1772089190.20","30"
"GSM1772096131.2","30"
"GSM1772089195.17","30"
"GSM1772096171.17","30"
"GSM1772078018.20","32"
"GSM1772089187.10","30"
"GSM1772092013.18","30"
"GSM1772092005.7","30"
"GSM1772092008.17","18"
"GSM1772089190.21","30"
"GSM1772078022.14","30"
"GSM1772089188.11","30"
"GSM1772089190.22","13"
"GSM1772078018.21","30"
"GSM1772078017.25","30"
"GSM1772078016.21","30"
"GSM1772089196.11","30"
"GSM1772089190.23","11"
"GSM1772092005.8","30"
"GSM1772092012.22","30"
"GSM1772096136.29","30"
"GSM1772089187.11","30"
"GSM1772096139.17","13"
"GSM1772075317.13","30"
"GSM1772096134.13","30"
"GSM1772089190.24","30"
"GSM1772092008.18","30"
"GSM1772089188.12","30"
"GSM1772089188.13","30"
"GSM1772089188.14","30"
"GSM1772075304.29","25"
"GSM1772089187.12","30"
"GSM1772092012.23","30"
"GSM1772092012.24","30"
"GSM1772092013.19","30"
"GSM1772092004.11","30"
"GSM1772092005.9","30"
"GSM1772089186.14","30"
"GSM1772089194.25","30"
"GSM1772096134.14","8"
"GSM1772096173.13","30"
"GSM1772096145.7","30"
"GSM1772096145.8","30"
"GSM1772096171.18","30"
"GSM1772078028.14","30"
"GSM1772096172.12","30"
"GSM1772089188.15","30"
"GSM1772096133.17","28"
"GSM1772075304.30","30"
"GSM1772096144.10","30"
"GSM1772078017.26","30"
"GSM1772096140.19","12"
"GSM1772096173.14","30"
"GSM1772089190.25","30"
"GSM1772089190.26","30"
"GSM1772089188.16","30"
"GSM1772096131.3","30"
"GSM1772075305.21","13"
"GSM1772078023.6","30"
"GSM1772089186.15","30"
"GSM1772089187.13","30"
"GSM1772075304.31","29"
"GSM1772096103.33","8"
"GSM1772078028.15","30"
"GSM1772096140.20","29"
"GSM1772075317.14","30"
"GSM1772075317.15","30"
"GSM1772075317.16","30"
"GSM1772075317.17","30"
"GSM1772075304.32","30"
"GSM1772075310.15","34"
"GSM1772075310.16","30"
"GSM1772078014.16","30"
"GSM1772078014.17","13"
"GSM1772078016.22","2"
"GSM1772078017.27","34"
"GSM1772078019.11","30"
"GSM1772078019.12","8"
"GSM1772092012.25","30"
"GSM1772092012.26","20"
"GSM1772089194.26","30"
"GSM1772089195.18","30"
"GSM1772089190.27","22"
"GSM1772089190.28","32"
"GSM1772089187.14","30"
"GSM1772089187.15","30"
"GSM1772092005.10","30"
"GSM1772092005.11","30"
"GSM1772096126.12","30"
"GSM1772096161","30"
"GSM1772096096.11","7"
"GSM1772096097.13","32"
"GSM1772096099.22","13"
"GSM1772096101.26","30"
"GSM1772096102.12","30"
"GSM1772096102.13","30"
"GSM1772096102.14","30"
"GSM1772096102.15","15"
"GSM1772096135.23","28"
"GSM1772096133.18","11"
"GSM1772096133.19","34"
"GSM1772096133.20","9"
"GSM1772096133.21","16"
"GSM1772096134.15","34"
"GSM1772096136.30","11"
"GSM1772096140.21","16"
"GSM1772096140.22","30"
"GSM1772096140.23","34"
"GSM1772096144.11","30"
"GSM1772096162.25","30"
"GSM1772096162.26","2"
"GSM1772096162.27","30"
"GSM1772096165.18","22"
"GSM1772096168.17","30"
"GSM1772096171.19","5"
"GSM1772096171.20","16"
"GSM1772096172.13","30"
"GSM1772096173.15","30"
"GSM1772096173.16","11"
"GSM1772096128.9","30"
"GSM1772096128.10","30"
"GSM1772096131.4","30"
"GSM1772096145.9","30"
"GSM1772096145.10","30"
"GSM1772096145.11","30"
"GSM1772096175.6","2"
"GSM1772096175.7","7"
"GSM1772096175.8","5"
"GSM1772084020.9","17"
"GSM1772084020.10","30"
"GSM1772084014.10","30"
"GSM1772084017.14","5"
"GSM1772084021.15","30"
"GSM1772075310.17","30"
"GSM1772078030.31","34"
"GSM1772078013.22","30"
"GSM1772078018.22","30"
"GSM1772092012.27","9"
"GSM1772092012.28","30"
"GSM1772092011.6","30"
"GSM1772092011.7","17"
"GSM1772092004.12","30"
"GSM1772096126.13","34"
"GSM1772096126.14","22"
"GSM1772096100.31","19"
"GSM1772096102.16","30"
"GSM1772096103.34","23"
"GSM1772096133.22","12"
"GSM1772096138.33","30"
"GSM1772096139.18","22"
"GSM1772096141.36","29"
"GSM1772096165.19","30"
"GSM1772096168.18","30"
"GSM1772096131.5","2"
"GSM1772084014.11","30"
"GSM1772078029.16","6"
"GSM1772078029.17","34"
"GSM1772092012.29","30"
"GSM1772092009.11","30"
"GSM1772092011.8","22"
"GSM1772089188.17","30"
"GSM1772092004.13","30"
"GSM1772096097.14","30"
"GSM1772096101.27","8"
"GSM1772096102.17","30"
"GSM1772096132.37","29"
"GSM1772096136.31","15"
"GSM1772096136.32","13"
"GSM1772096165.20","21"
"GSM1772096172.14","30"
"GSM1772084021.16","29"
"GSM1772058147.3","2"
"GSM1772075310.18","9"
"GSM1772089188.18","30"
"GSM1772096096.12","34"
"GSM1772096099.23","30"
"GSM1772096138.34","12"
"GSM1772096165.21","12"
"GSM1772096168.19","30"
"GSM1772096172.15","30"
"GSM1772096173.17","12"
"GSM1772078019.13","34"
"GSM1772089195.19","7"
"GSM1772096096.13","7"
"GSM1772096135.24","16"
"GSM1772096162.28","1"
"GSM1772096173.18","34"
"GSM1772078029.18","5"
"GSM1772078019.14","6"
"GSM1772078019.15","34"
"GSM1772078019.16","30"
"GSM1772092013.20","34"
"GSM1772096158.3","30"
"GSM1772096161.1","34"
"GSM1772096100.32","13"
"GSM1772096141.37","21"
"GSM1772096162.29","15"
"GSM1772096128.11","13"
"GSM1772075304.33","17"
"GSM1772092005.12","18"
"GSM1772089186.16","17"
"GSM1772092004.14","17"
"GSM1772084021.17","17"
"GSM1772096127.1","17"
"GSM1772058147.4","17"
"GSM1772084014.12","17"
"GSM1772075305.22","9"
"GSM1772084017.15","3"
"GSM1772075305.23","13"
"GSM1772078030.32","12"
"GSM1772075304.34","18"
"GSM1772078031.9","18"
"GSM1772058147.5","18"
"GSM1772078014.18","17"
"GSM1772078030.33","17"
"GSM1772092013.21","17"
"GSM1772096126.15","17"
"GSM1772096128.12","17"
"GSM1772096132.38","18"
"GSM1772078031.10","29"
"GSM1772096161.2","17"
"GSM1772096165.22","17"
"GSM1772096131.6","17"
"GSM1772096128.13","17"
"GSM1772075309.1","6"
"GSM1772078019.17","18"
"GSM1772092010.11","17"
"GSM1772058147.6","34"
"GSM1772075319","17"
"GSM1772078029.19","18"
"GSM1772078031.11","17"
"GSM1772089195.20","17"
"GSM1772089196.12","17"
"GSM1772089186.17","17"
"GSM1772089186.18","17"
"GSM1772089187.16","17"
"GSM1772092004.15","17"
"GSM1772096158.4","17"
"GSM1772096131.7","17"
"GSM1772084021.18","17"
"GSM1772075319.1","17"
"GSM1772089190.29","17"
"GSM1772096131.8","6"
"GSM1772089194.27","18"
"GSM1772092010.12","34"
"GSM1772092005.13","17"
"GSM1772078017.28","9"
"GSM1772096126.16","6"
"GSM1772078028.16","17"
"GSM1772078013.23","17"
"GSM1772092004.16","17"
"GSM1772078016.23","17"
"GSM1772096172.16","17"
"GSM1772089186.19","17"
"GSM1772078029.20","18"
"GSM1772058147.7","17"
"GSM1772096135.25","13"
"GSM1772078018.23","34"
"GSM1772092008.19","17"
"GSM1772092011.9","17"
"GSM1772096168.20","17"
"GSM1772096127.2","4"
"GSM1772058147.8","17"
"GSM1772058147.9","18"
"GSM1772058147.10","18"
"GSM1772075317.18","18"
"GSM1772075305.24","17"
"GSM1772078031.12","17"
"GSM1772089187.17","17"
"GSM1772092004.17","17"
"GSM1772092004.18","17"
"GSM1772096126.17","17"
"GSM1772096139.19","25"
"GSM1772096141.38","17"
"GSM1772096128.14","17"
"GSM1772058147.11","6"
"GSM1772058147.12","3"
"GSM1772075309.2","6"
"GSM1772078030.34","17"
"GSM1772078031.13","18"
"GSM1772078013.24","17"
"GSM1772078018.24","17"
"GSM1772078019.18","4"
"GSM1772078019.19","1"
"GSM1772092012.30","18"
"GSM1772092009.12","17"
"GSM1772092009.13","17"
"GSM1772089186.20","17"
"GSM1772092004.19","17"
"GSM1772096126.18","17"
"GSM1772096126.19","6"
"GSM1772096127.3","34"
"GSM1772096127.4","17"
"GSM1772096131.9","17"
"GSM1772092008.20","18"
"GSM1772058147.13","18"
"GSM1772092004.20","17"
"GSM1772058147.14","18"
"GSM1772096158.5","17"
"GSM1772075304.35","18"
"GSM1772089196.13","18"
"GSM1772075309.3","18"
"GSM1772089194.28","11"
"GSM1772075305.25","17"
"GSM1772058147.15","18"
"GSM1772075319.2","17"
"GSM1772075309.4","18"
"GSM1772078030.35","17"
"GSM1772078017.29","17"
"GSM1772092008.21","17"
"GSM1772089186.21","17"
"GSM1772096127.5","17"
"GSM1772096158.6","17"
"GSM1772096131.10","17"
"GSM1772078014.19","17"
"GSM1772092004.21","17"
"GSM1772096127.6","17"
"GSM1772075310.19","34"
"GSM1772078022.15","34"
"GSM1772092010.13","34"
"GSM1772092011.10","34"
"GSM1772096131.11","21"
"GSM1772058147.16","17"
"GSM1772058147.17","17"
"GSM1772058147.18","34"
"GSM1772058147.19","22"
"GSM1772058147.20","3"
"GSM1772058147.21","34"
"GSM1772058147.22","3"
"GSM1772058147.23","17"
"GSM1772075319.3","20"
"GSM1772075319.4","17"
"GSM1772075319.5","17"
"GSM1772075319.6","17"
"GSM1772075304.36","17"
"GSM1772075304.37","32"
"GSM1772075309.5","4"
"GSM1772075310.20","17"
"GSM1772078030.36","17"
"GSM1772078031.14","9"
"GSM1772078013.25","17"
"GSM1772078014.20","17"
"GSM1772078014.21","17"
"GSM1772078019.20","17"
"GSM1772078019.21","17"
"GSM1772092009.14","17"
"GSM1772092009.15","18"
"GSM1772092009.16","17"
"GSM1772092009.17","28"
"GSM1772092010.14","17"
"GSM1772092010.15","17"
"GSM1772092011.11","13"
"GSM1772092011.12","17"
"GSM1772092011.13","17"
"GSM1772092011.14","17"
"GSM1772092011.15","17"
"GSM1772089194.29","17"
"GSM1772089194.30","17"
"GSM1772089194.31","28"
"GSM1772089194.32","13"
"GSM1772089194.33","17"
"GSM1772089194.34","16"
"GSM1772089195.21","17"
"GSM1772089195.22","9"
"GSM1772089196.14","34"
"GSM1772089196.15","17"
"GSM1772089196.16","17"
"GSM1772089196.17","17"
"GSM1772089196.18","17"
"GSM1772089196.19","17"
"GSM1772089188.19","17"
"GSM1772089186.22","17"
"GSM1772089187.18","17"
"GSM1772092004.22","17"
"GSM1772092004.23","17"
"GSM1772092004.24","17"
"GSM1772092004.25","17"
"GSM1772092005.14","17"
"GSM1772096126.20","21"
"GSM1772096126.21","17"
"GSM1772096126.22","29"
"GSM1772096126.23","5"
"GSM1772096126.24","17"
"GSM1772096126.25","17"
"GSM1772096126.26","1"
"GSM1772096126.27","17"
"GSM1772096126.28","17"
"GSM1772096127.7","17"
"GSM1772096127.8","6"
"GSM1772096127.9","17"
"GSM1772096158.7","17"
"GSM1772096158.8","17"
"GSM1772096161.3","17"
"GSM1772096161.4","17"
"GSM1772096099.24","8"
"GSM1772096103.35","17"
"GSM1772096103.36","8"
"GSM1772096103.37","16"
"GSM1772096132.39","29"
"GSM1772096132.40","17"
"GSM1772096132.41","17"
"GSM1772096133.23","13"
"GSM1772096133.24","17"
"GSM1772096134.16","12"
"GSM1772096134.17","13"
"GSM1772096134.18","29"
"GSM1772096134.19","15"
"GSM1772096139.20","6"
"GSM1772096141.39","17"
"GSM1772096165.23","6"
"GSM1772096168.21","34"
"GSM1772096171.21","17"
"GSM1772096171.22","17"
"GSM1772096172.17","15"
"GSM1772096172.18","17"
"GSM1772096172.19","17"
"GSM1772096172.20","17"
"GSM1772096172.21","1"
"GSM1772096173.19","2"
"GSM1772096173.20","8"
"GSM1772096128.15","22"
"GSM1772096128.16","17"
"GSM1772096128.17","17"
"GSM1772096128.18","7"
"GSM1772096131.12","22"
"GSM1772096131.13","22"
"GSM1772096131.14","17"
"GSM1772096131.15","8"
"GSM1772096131.16","17"
"GSM1772096131.17","6"
"GSM1772096145.12","18"
"GSM1772096145.13","21"
"GSM1772096145.14","17"
"GSM1772096175.9","7"
"GSM1772084020.11","18"
"GSM1772084017.16","1"
"GSM1772084017.17","17"
"GSM1772084017.18","14"
"GSM1772084017.19","17"
"GSM1772084021.19","1"
"GSM1772058147.24","34"
"GSM1772058147.25","17"
"GSM1772058147.26","34"
"GSM1772058147.27","17"
"GSM1772058147.28","17"
"GSM1772058147.29","17"
"GSM1772058147.30","17"
"GSM1772058147.31","3"
"GSM1772058147.32","5"
"GSM1772058147.33","3"
"GSM1772058147.34","34"
"GSM1772058147.35","34"
"GSM1772058147.36","34"
"GSM1772058147.37","34"
"GSM1772075304.38","21"
"GSM1772075305.26","11"
"GSM1772075305.27","28"
"GSM1772075309.6","17"
"GSM1772075309.7","17"
"GSM1772078028.17","17"
"GSM1772078029.21","20"
"GSM1772078031.15","17"
"GSM1772078013.26","29"
"GSM1772078017.30","6"
"GSM1772078018.25","34"
"GSM1772078019.22","6"
"GSM1772078019.23","13"
"GSM1772078019.24","16"
"GSM1772078019.25","18"
"GSM1772092012.31","17"
"GSM1772092009.18","32"
"GSM1772092010.16","20"
"GSM1772092010.17","17"
"GSM1772092010.18","17"
"GSM1772092010.19","17"
"GSM1772092010.20","22"
"GSM1772092011.16","17"
"GSM1772092011.17","17"
"GSM1772089196.20","17"
"GSM1772089196.21","17"
"GSM1772089186.23","13"
"GSM1772089187.19","17"
"GSM1772089187.20","11"
"GSM1772089187.21","17"
"GSM1772089187.22","17"
"GSM1772089187.23","17"
"GSM1772089187.24","22"
"GSM1772096127.10","6"
"GSM1772096127.11","4"
"GSM1772096158.9","17"
"GSM1772096158.10","34"
"GSM1772096161.5","17"
"GSM1772096096.14","20"
"GSM1772096097.15","16"
"GSM1772096100.33","25"
"GSM1772096133.25","12"
"GSM1772096133.26","14"
"GSM1772096134.20","13"
"GSM1772096172.22","17"
"GSM1772096173.21","20"
"GSM1772096131.18","17"
"GSM1772096145.15","34"
"GSM1772084017.20","6"
"GSM1772084017.21","5"
"GSM1772084021.20","25"
"GSM1772092008.22","18"
"GSM1772078018.26","18"
"GSM1772058147.38","18"
"GSM1772058147.39","18"
"GSM1772096131.19","18"
"GSM1772058147.41","18"
"GSM1772058147.42","18"
"GSM1772078031.16","18"
"GSM1772092008.23","11"
"GSM1772089186.24","18"
"GSM1772096134.21","18"
"GSM1772078023.7","18"
"GSM1772084017.22","18"
"GSM1772058147.43","18"
"GSM1772096131.20","18"
"GSM1772078019.26","18"
"GSM1772078019.27","18"
"GSM1772075305.28","18"
"GSM1772075309.8","3"
"GSM1772078029.22","3"
"GSM1772058147.44","3"
"GSM1772096172.23","17"
"GSM1772092004.26","18"
"GSM1772075305.29","18"
"GSM1772092004.27","18"
"GSM1772078031.17","4"
"GSM1772078017.31","6"
"GSM1772089186.25","18"
"GSM1772092008.24","18"
"GSM1772075305.30","18"
"GSM1772089186.26","18"
"GSM1772092013.22","18"
"GSM1772092012.32","8"
"GSM1772092008.25","18"
"GSM1772092013.23","18"
"GSM1772075304.39","18"
"GSM1772089186.27","18"
"GSM1772078031.18","6"
"GSM1772089186.28","17"
"GSM1772078031.19","4"
"GSM1772078031.20","22"
"GSM1772078031.21","20"
"GSM1772078031.22","18"
"GSM1772078031.23","18"
"GSM1772096096.15","16"
"GSM1772075309.9","34"
"GSM1772096101.28","34"
"GSM1772092012.33","18"
"GSM1772092009.19","34"
"GSM1772092012.34","18"
"GSM1772092008.26","34"
"GSM1772092008.27","34"
"GSM1772075304.40","34"
"GSM1772089190.30","34"
"GSM1772078031.24","34"
"GSM1772075304.41","34"
"GSM1772089186.29","34"
"GSM1772075319.9","34"
"GSM1772084017.23","5"
"GSM1772096099.25","34"
"GSM1772096131.21","34"
"GSM1772078019.30","17"
"GSM1772078013.27","34"
"GSM1772078031.25","20"
"GSM1772078018.27","34"
"GSM1772096101.29","34"
"GSM1772078031.26","20"
"GSM1772078013.28","34"
"GSM1772078018.28","34"
"GSM1772089190.31","34"
"GSM1772058147.45","34"
"GSM1772078028.18","34"
"GSM1772096099.26","34"
"GSM1772096172.24","5"
"GSM1772092005.15","34"
"GSM1772096097.16","8"
"GSM1772096097.17","8"
"GSM1772084014.13","12"
"GSM1772096173.22","13"
"GSM1772096100.34","34"
"GSM1772096100.35","34"
"GSM1772092005.16","34"
"GSM1772078017.32","34"
"GSM1772096144.12","34"
"GSM1772078013.29","34"
"GSM1772078014.22","34"
"GSM1772078023.8","34"
"GSM1772092004.28","34"
"GSM1772078019.31","34"
"GSM1772089186.30","34"
"GSM1772078016.24","34"
"GSM1772058147.46","22"
"GSM1772078014.23","33"
"GSM1772096145.16","31"
"GSM1772078030.37","33"
"GSM1772084014.14","5"
"GSM1772096135.26","33"
"GSM1772096133.27","7"
"GSM1772096134.22","16"
"GSM1772075305.31","22"
"GSM1772092012.35","33"
"GSM1772078018.29","33"
"GSM1772096103.38","31"
"GSM1772078029.23","34"
"GSM1772078014.24","33"
"GSM1772092013.24","30"
"GSM1772096100.36","14"
"GSM1772096136.33","30"
"GSM1772096165.24","29"
"GSM1772089196.22","33"
"GSM1772078013.30","33"
"GSM1772089187.25","33"
"GSM1772078016.25","29"
"GSM1772096100.37","33"
"GSM1772092010.21","33"
"GSM1772078018.30","33"
"GSM1772096135.27","33"
"GSM1772096172.25","14"
"GSM1772092008.28","33"
"GSM1772078022.16","33"
"GSM1772096134.23","13"
"GSM1772078018.31","33"
"GSM1772078017.33","8"
"GSM1772096133.28","33"
"GSM1772096145.17","33"
"GSM1772078013.31","33"
"GSM1772096168.22","34"
"GSM1772078016.26","33"
"GSM1772078013.32","33"
"GSM1772096168.23","33"
"GSM1772078014.25","33"
"GSM1772096099.27","13"
"GSM1772078013.33","33"
"GSM1772078013.34","33"
"GSM1772092013.25","33"
"GSM1772078031.27","33"
"GSM1772078013.35","33"
"GSM1772092008.29","33"
"GSM1772078014.26","34"
"GSM1772096134.24","33"
"GSM1772058147.47","33"
"GSM1772092012.36","33"
"GSM1772096172.26","20"
"GSM1772092010.22","33"
"GSM1772096135.28","33"
"GSM1772092012.37","33"
"GSM1772092005.17","33"
"GSM1772096099.28","28"
"GSM1772096145.18","2"
"GSM1772096168.24","13"
"GSM1772078016.27","13"
"GSM1772096135.29","33"
"GSM1772096173.23","33"
"GSM1772092008.30","6"
"GSM1772096097.18","34"
"GSM1772096100.38","12"
"GSM1772096103.39","34"
"GSM1772096136.34","12"
"GSM1772096136.35","13"
"GSM1772096165.25","11"
"GSM1772096172.27","33"
"GSM1772096131.22","33"
"GSM1772058147.48","17"
"GSM1772058147.49","31"
"GSM1772058147.50","31"
"GSM1772075317.19","31"
"GSM1772075317.20","31"
"GSM1772075317.21","30"
"GSM1772075317.22","8"
"GSM1772075317.23","31"
"GSM1772075305.32","12"
"GSM1772075310.21","31"
"GSM1772075310.22","6"
"GSM1772078028.19","31"
"GSM1772078028.20","34"
"GSM1772078014.27","31"
"GSM1772078014.28","7"
"GSM1772078014.29","31"
"GSM1772078016.28","20"
"GSM1772078017.34","13"
"GSM1772078022.17","6"
"GSM1772078023.9","31"
"GSM1772092012.38","9"
"GSM1772092012.39","30"
"GSM1772092013.26","11"
"GSM1772092013.27","6"
"GSM1772092008.31","13"
"GSM1772092010.23","7"
"GSM1772092011.18","17"
"GSM1772092011.19","1"
"GSM1772092011.20","31"
"GSM1772092011.21","31"
"GSM1772089194.35","31"
"GSM1772089195.23","31"
"GSM1772089196.23","31"
"GSM1772089196.24","31"
"GSM1772089190.32","12"
"GSM1772089190.33","31"
"GSM1772089186.31","31"
"GSM1772089187.26","31"
"GSM1772096097.19","29"
"GSM1772096097.20","31"
"GSM1772096099.29","31"
"GSM1772096099.30","31"
"GSM1772096100.39","16"
"GSM1772096101.30","31"
"GSM1772096102.18","28"
"GSM1772096103.40","8"
"GSM1772096132.42","31"
"GSM1772096132.43","2"
"GSM1772096133.29","31"
"GSM1772096133.30","28"
"GSM1772096136.36","29"
"GSM1772096136.37","1"
"GSM1772096136.38","3"
"GSM1772096138.35","13"
"GSM1772096138.36","31"
"GSM1772096140.24","12"
"GSM1772096140.25","6"
"GSM1772096140.26","31"
"GSM1772096140.27","31"
"GSM1772096140.28","31"
"GSM1772096141.40","31"
"GSM1772096141.41","32"
"GSM1772096162.30","31"
"GSM1772096162.31","31"
"GSM1772096168.25","21"
"GSM1772096168.26","6"
"GSM1772096168.27","6"
"GSM1772096168.28","14"
"GSM1772096171.23","34"
"GSM1772096171.24","31"
"GSM1772096172.28","31"
"GSM1772096131.23","29"
"GSM1772096131.24","30"
"GSM1772096131.25","31"
"GSM1772096145.19","31"
"GSM1772096145.20","31"
"GSM1772096175.10","31"
"GSM1772084014.15","31"
"GSM1772084014.16","29"
"GSM1772084017.24","31"
"GSM1772075317.24","31"
"GSM1772075317.25","31"
"GSM1772075310.23","31"
"GSM1772078019.32","31"
"GSM1772078022.18","31"
"GSM1772078023.10","31"
"GSM1772092010.24","31"
"GSM1772092010.25","34"
"GSM1772096099.31","31"
"GSM1772096099.32","31"
"GSM1772096103.41","34"
"GSM1772096136.39","31"
"GSM1772096140.29","31"
"GSM1772096144.13","6"
"GSM1772096144.14","5"
"GSM1772096162.32","31"
"GSM1772096128.19","15"
"GSM1772084021.21","31"
"GSM1772092013.28","31"
"GSM1772075310.24","31"
"GSM1772078028.21","6"
"GSM1772092009.20","31"
"GSM1772092009.21","31"
"GSM1772078023.11","20"
"GSM1772078023.12","31"
"GSM1772092010.26","31"
"GSM1772078019.33","31"
"GSM1772078013.36","31"
"GSM1772092011.22","31"
"GSM1772092013.29","34"
"GSM1772092011.23","34"
"GSM1772096140.30","34"
"GSM1772078014.30","7"
"GSM1772096102.19","34"
"GSM1772089195.24","34"
"GSM1772096134.25","11"
"GSM1772078018.32","29"
"GSM1772078013.37","33"
"GSM1772075305.33","9"
"GSM1772092005.18","33"
"GSM1772092013.30","33"
"GSM1772096139.21","9"
"GSM1772096127.12","25"
"GSM1772075305.34","12"
"GSM1772058147.51","5"
"GSM1772075319.10","31"
"GSM1772075309.10","6"
"GSM1772078028.22","31"
"GSM1772096103.42","31"
"GSM1772096138.37","2"
"GSM1772096139.22","31"
"GSM1772096140.31","31"
"GSM1772096141.42","31"
"GSM1772096131.26","30"
"GSM1772096131.27","21"
"GSM1772096145.21","31"
"GSM1772089186.32","34"
"GSM1772096172.29","34"
"GSM1772078016.29","6"
"GSM1772078030.38","34"
"GSM1772078016.30","34"
"GSM1772096139.23","34"
"GSM1772075317.26","34"
"GSM1772075317.27","34"
"GSM1772078022.19","31"
"GSM1772078031.28","9"
"GSM1772089194.36","31"
"GSM1772092013.31","31"
"GSM1772096135.30","11"
"GSM1772058147.52","5"
"GSM1772078023.13","31"
"GSM1772078014.31","31"
"GSM1772078014.32","31"
"GSM1772078014.33","9"
"GSM1772078017.35","31"
"GSM1772092012.40","31"
"GSM1772092008.32","31"
"GSM1772089186.33","28"
"GSM1772096127.13","31"
"GSM1772078018.33","11"
"GSM1772078019.34","11"
"GSM1772089190.34","14"
"GSM1772078016.31","34"
"GSM1772078019.35","34"
"GSM1772078031.29","18"
"GSM1772092013.32","34"
"GSM1772078016.32","31"
"GSM1772078013.38","31"
"GSM1772075305.35","31"
"GSM1772092008.33","31"
"GSM1772075310.25","31"
"GSM1772078023.14","31"
"GSM1772075309.11","31"
"GSM1772075310.26","31"
"GSM1772092005.19","31"
"GSM1772078030.39","31"
"GSM1772078023.15","31"
"GSM1772075305.36","12"
"GSM1772075317.28","3"
"GSM1772075317.29","31"
"GSM1772075309.12","31"
"GSM1772075309.13","31"
"GSM1772078014.34","31"
"GSM1772078030.40","9"
"GSM1772075305.37","31"
"GSM1772092009.22","31"
"GSM1772092013.33","31"
"GSM1772075310.27","4"
"GSM1772096131.28","31"
"GSM1772078022.20","31"
"GSM1772078016.33","6"
"GSM1772092012.41","31"
"GSM1772096100.40","31"
"GSM1772096096.16","25"
"GSM1772096171.25","26"
"GSM1772078017.36","31"
"GSM1772078013.39","33"
"GSM1772075309.14","11"
"GSM1772092005.20","31"
"GSM1772078016.34","31"
"GSM1772092013.34","33"
"GSM1772078017.37","31"
"GSM1772075305.38","18"
"GSM1772058147.53","3"
"GSM1772096133.31","31"
"GSM1772092013.35","31"
"GSM1772078022.21","31"
"GSM1772078017.38","29"
"GSM1772078013.40","31"
"GSM1772078018.34","31"
"GSM1772078031.30","31"
"GSM1772078022.22","4"
"GSM1772078028.23","33"
"GSM1772078022.23","31"
"GSM1772075309.15","4"
"GSM1772075304.42","31"
"GSM1772075305.39","4"
"GSM1772096128.20","20"
"GSM1772084021.22","3"
"GSM1772075317.30","31"
"GSM1772092012.42","31"
"GSM1772096144.15","34"
"GSM1772075305.40","31"
"GSM1772078016.35","9"
"GSM1772078016.36","6"
"GSM1772058147.54","18"
"GSM1772075309.16","31"
"GSM1772075305.41","8"
"GSM1772096136.40","31"
"GSM1772058147.55","6"
"GSM1772078017.39","9"
"GSM1772075317.31","31"
"GSM1772075309.17","6"
"GSM1772075309.18","9"
"GSM1772058147.56","31"
"GSM1772078022.24","1"
"GSM1772075309.19","31"
"GSM1772075310.28","25"
"GSM1772075310.29","31"
"GSM1772075317.32","31"
"GSM1772078019.36","18"
"GSM1772084020.12","4"
"GSM1772078030.41","6"
"GSM1772075319.11","21"
"GSM1772078028.24","6"
"GSM1772096126.29","6"
"GSM1772075317.33","6"
"GSM1772084017.25","4"
"GSM1772096101.31","5"
"GSM1772096162.33","6"
"GSM1772084021.23","21"
"GSM1772078031.31","20"
"GSM1772096134.26","6"
"GSM1772096139.24","6"
"GSM1772096096.17","21"
"GSM1772096141.43","21"
"GSM1772078023.16","6"
"GSM1772078030.42","6"
"GSM1772078029.24","4"
"GSM1772078017.40","19"
"GSM1772078017.41","6"
"GSM1772078028.25","4"
"GSM1772078023.17","6"
"GSM1772096145.22","6"
"GSM1772096099.33","6"
"GSM1772075317.34","6"
