"","Gene","log2( Max Expression Level )","Raw Gini Index","Normalized Gini Index","p-value"
"Gm2516","Gm2516",4.09592441999854,0.998858806404658,-0.00265450769272801,0.366176524409003
"Cdk5","Cdk5",10.2958837027306,0.870748034989132,-0.00265190455075837,0.366190223148434
"Polr3k","Polr3k",10.0782842608628,0.930924502990322,0.0462513362920525,0.366190592492062
"Gm10415","Gm10415",3.91647664443772,0.999678763238468,-0.00265090028353976,0.366195508036381
"Crygs","Crygs",8.55113145277411,0.999007109360964,0.0462475521552853,0.366210506393521
"Etohd2","Etohd2",9.03919323984743,0.980826983033875,0.0462405772502326,0.366247212557488
"Il1rl2","Il1rl2",8.75855636218021,0.991942912189042,0.0462401052611263,0.366249696493512
"Sirt2","Sirt2",12.27557165412,0.76098050265513,-0.00263724421476974,0.366267374688424
"4930401C15Rik","4930401C15Rik",4.00898878322726,0.999278526675527,-0.00263664206443015,0.366270543682698
"Mir7072","Mir7072",4.46597446450407,0.997020560407569,-0.00263526223742439,0.366277805464852
"Map1s","Map1s",9.60009874451853,0.906114203648412,-0.00263465824702058,0.366280984173132
"Cyp2c69","Cyp2c69",3.91647664443772,0.999698096932449,-0.00263156658955865,0.366297255232891
"Arid3b","Arid3b",9.18512320736055,0.974282597586518,0.0462301702050604,0.366301982991434
"Shc2","Shc2",8.65499397296372,0.995555115145864,0.0462259303263299,0.366324297502519
"Nfat5","Nfat5",10.5363443635984,0.857811071259058,-0.00262447637826968,0.366334571157871
"9830166K06Rik","9830166K06Rik",8.57402579792481,0.998243010667056,0.0462231983273781,0.366338676271363
"Tmem214","Tmem214",10.1612578770494,0.877899275857563,-0.00261762071615634,0.366370653847702
"Cd101","Cd101",4.09592441999854,0.998899199417758,-0.00261411467962758,0.366389107259894
"Cdkn2d","Cdkn2d",9.7550544710938,0.898501543798009,-0.00261248063540942,0.366397707872382
"Wbscr16","Wbscr16",9.351160098022,0.966525575677766,0.0462107452267645,0.366404220494405
"Telo2","Telo2",9.43275066893517,0.962700323938206,0.0462096410650125,0.366410032200985
"Tatdn2","Tatdn2",8.64421681845824,0.99590298105582,0.046208687694728,0.366415050247987
"Mir872","Mir872",3.91647664443772,0.999721536611607,-0.00260812691040091,0.366420623553924
"A430005L14Rik","A430005L14Rik",9.48401725691557,0.911502163767129,-0.00260296424705286,0.366447797671777
"Vps18","Vps18",9.59637613881257,0.955124495145775,0.0461999524987138,0.366461028855161
"Fabp3","Fabp3",6.4110872267986,0.984550231917198,-0.002600240183944,0.366462136279629
"Rhox3c","Rhox3c",3.91647664443772,0.999731273093718,-0.00259839042828935,0.366471872915442
"Asxl3","Asxl3",8.68334556167657,0.994555822121987,0.0461978457176154,0.366472118402165
"Dydc2","Dydc2",4.00898878322726,0.999325129019452,-0.00259003972050487,0.366515829953221
"Ptf1a","Ptf1a",3.91647664443772,0.999750467872739,-0.00257919564926923,0.366572914344656
"Marcks","Marcks",10.7944970968921,0.844559718773971,-0.00257911850488834,0.366573320451792
"Spta1","Spta1",8.58157721553652,0.997951924572856,0.0461780761110491,0.366576185892757
"Rnf144b","Rnf144b",10.8658105836269,0.889587179115003,0.0461771449991358,0.366581087521087
"Itgb6","Itgb6",8.54728015566346,0.999055554067208,0.0461724243882141,0.366605938445707
"Phyh","Phyh",10.6556201621093,0.851730568992276,-0.00257095883089753,0.366616275840944
"BC030499","BC030499",8.56643464628328,0.998435582384337,0.0461695029807839,0.366621318022513
"Vmn2r26","Vmn2r26",4.09592441999854,0.998944687045124,-0.00256862705226224,0.366628551449442
"Otud4","Otud4",10.9528140352111,0.884979702817034,0.0461642998122298,0.366648710326296
"Tigd5","Tigd5",8.74852832105729,0.992223657620509,0.0461599780155841,0.366671463126277
"Zfp600","Zfp600",4.09592441999854,0.998954950920016,-0.00255836317736957,0.366682587063924
"Atp1a4","Atp1a4",8.61507783162923,0.996818542222739,0.0461479944992707,0.366734554743537
"Wdfy1","Wdfy1",10.6883377425468,0.898771157300589,0.0461451247006204,0.366749664385628
"Gm13242","Gm13242",3.91647664443772,0.999788275770809,-0.00254138775119928,0.366771962383492
"E130018N17Rik","E130018N17Rik",8.53954658023841,0.999261698947895,0.0461311727319608,0.366823125182105
"Mok","Mok",8.69383539248252,0.994120005671651,0.0461253825514664,0.366853613442565
"Tmsb15b2","Tmsb15b2",4.09592441999854,0.998988738221099,-0.0025245758762874,0.366860483727779
"Kcnmb1","Kcnmb1",10.6751631559159,0.899417310227683,0.0461157016656384,0.366904590131675
"4930405A10Rik","4930405A10Rik",4.00898878322726,0.999404217866694,-0.00251095087326325,0.366932230092795
"Ager","Ager",8.86758763491283,0.987743281165284,0.046109703549349,0.366936175620385
"Pcdh19","Pcdh19",10.7657833511554,0.89472780832694,0.0460972335138825,0.367001844479952
"Fam134b","Fam134b",9.85190516879469,0.942242735657203,0.0460937722769292,0.367020072502589
"Clec14a","Clec14a",11.244423301951,0.869158652176971,0.0460927405749271,0.36702550584577
"Skiv2l","Skiv2l",9.50600998525763,0.910598896163905,-0.002489978394973,0.367042675781353
"Dna2","Dna2",8.69731512171625,0.99396206051677,0.0460884576125966,0.367048061872534
"Esp31","Esp31",3.91647664443772,0.999846778518348,-0.00248288500365956,0.367080033632779
"8030423F21Rik","8030423F21Rik",4.00898878322726,0.999433494630001,-0.00248167410995581,0.36708641101663
"Trim8","Trim8",10.2349371518793,0.874184181716541,-0.00247967527401349,0.36709693831657
"Hyal2","Hyal2",9.97599122753134,0.887299737074437,-0.00247965555818297,0.367097042154735
"Pcdha8","Pcdha8",8.53954658023841,0.999208794349041,0.0460782681331069,0.367101726148471
"Lcn10","Lcn10",3.91647664443772,0.999854439592431,-0.002475223929577,0.367120382639677
"Wipi2","Wipi2",9.93972612079014,0.889157252001915,-0.00247274187844004,0.367133455311866
"Smim15","Smim15",10.4284648637563,0.863741483370724,-0.00246732655092419,0.367161977741314
"Cyp2d22","Cyp2d22",11.3140733679512,0.865291961523119,0.0460641618786946,0.367176022936263
"Podxl2","Podxl2",8.04494049127973,0.964839189485957,-0.00245164298179179,0.367244586944271
"Hbb-bs","Hbb-bs",4.32912359629157,0.997925102553923,-0.00244683035386128,0.367269937467657
"Syt13","Syt13",8.5928307440545,0.997450772832298,0.0460453196469196,0.367275271588783
"Gm11548","Gm11548",4.00898878322726,0.999475982532751,-0.00243918620720596,0.3673102042086
"Qsox1","Qsox1",9.65660362482201,0.903593484436453,-0.00243738704008623,0.367319681815637
"Rfc2","Rfc2",10.4221699150407,0.912583338240057,0.0460335128565266,0.36733746662053
"Mical3","Mical3",9.83146559900125,0.943232314295146,0.0460304684745896,0.36735350417942
