"","cell.ID","cluster.ID"
"671","GSM1772078028.8","Cluster_1"
"672","GSM1772089194.14","Cluster_1"
"673","GSM1772078018.9","Cluster_1"
"674","GSM1772096126.9","Cluster_1"
"675","GSM1772096136.17","Cluster_1"
"676","GSM1772078031.5","Cluster_1"
"677","GSM1772084017.13","Cluster_1"
"678","GSM1772078030.16","Cluster_1"
"679","GSM1772078017.11","Cluster_1"
"680","GSM1772078029.8","Cluster_1"
"681","GSM1772089194.15","Cluster_1"
"682","GSM1772089190.9","Cluster_1"
"683","GSM1772092008.11","Cluster_1"
"684","GSM1772092012.6","Cluster_1"
"685","GSM1772078013.9","Cluster_1"
"686","GSM1772075304.23","Cluster_1"
"687","GSM1772075305.14","Cluster_1"
"688","GSM1772075304.24","Cluster_1"
"689","GSM1772078030.17","Cluster_1"
"690","GSM1772075305.15","Cluster_1"
"691","GSM1772078030.18","Cluster_1"
"692","GSM1772092013.6","Cluster_1"
"693","GSM1772075304.25","Cluster_1"
"694","GSM1772078016.13","Cluster_1"
"695","GSM1772078022.5","Cluster_1"
"696","GSM1772078013.10","Cluster_1"
"697","GSM1772075304.26","Cluster_1"
"698","GSM1772078013.11","Cluster_1"
"699","GSM1772075317.8","Cluster_1"
"700","GSM1772096136.18","Cluster_1"
"701","GSM1772075305.16","Cluster_1"
"702","GSM1772078028.9","Cluster_1"
"703","GSM1772078014.6","Cluster_1"
"704","GSM1772078017.12","Cluster_1"
"705","GSM1772092013.7","Cluster_1"
"706","GSM1772092008.12","Cluster_1"
"707","GSM1772092011.3","Cluster_1"
"708","GSM1772089196.5","Cluster_1"
"709","GSM1772096162.14","Cluster_1"
"710","GSM1772096144.7","Cluster_1"
"711","GSM1772075317.9","Cluster_1"
"712","GSM1772075310.7","Cluster_1"
"713","GSM1772078016.14","Cluster_1"
"714","GSM1772078022.6","Cluster_1"
"715","GSM1772089190.10","Cluster_1"
"716","GSM1772092005.2","Cluster_1"
"717","GSM1772096128.5","Cluster_1"
"718","GSM1772078014.7","Cluster_1"
"719","GSM1772078016.15","Cluster_1"
"720","GSM1772078018.10","Cluster_1"
"721","GSM1772089195.9","Cluster_1"
"722","GSM1772096097.9","Cluster_1"
"723","GSM1772096133.13","Cluster_1"
"724","GSM1772078030.19","Cluster_1"
"725","GSM1772096132.19","Cluster_1"
"726","GSM1772078030.20","Cluster_1"
"727","GSM1772078030.21","Cluster_1"
"728","GSM1772078030.22","Cluster_1"
"729","GSM1772078030.23","Cluster_1"
"730","GSM1772078013.12","Cluster_1"
"731","GSM1772078017.13","Cluster_1"
"732","GSM1772078022.7","Cluster_1"
"733","GSM1772092012.7","Cluster_1"
"734","GSM1772092013.8","Cluster_1"
"735","GSM1772092013.9","Cluster_1"
"736","GSM1772089195.10","Cluster_1"
"737","GSM1772089187.5","Cluster_1"
"738","GSM1772092005.3","Cluster_1"
"739","GSM1772092005.4","Cluster_1"
"740","GSM1772096138.26","Cluster_1"
"741","GSM1772096101.18","Cluster_1"
"742","GSM1772078013.13","Cluster_1"
"743","GSM1772092008.13","Cluster_1"
"744","GSM1772089190.11","Cluster_1"
"745","GSM1772078013.14","Cluster_1"
"746","GSM1772078017.14","Cluster_1"
"747","GSM1772078030.24","Cluster_1"
"748","GSM1772078030.25","Cluster_1"
"749","GSM1772078030.26","Cluster_1"
"750","GSM1772078017.15","Cluster_1"
"751","GSM1772089194.16","Cluster_1"
"752","GSM1772089194.17","Cluster_1"
"753","GSM1772089195.11","Cluster_1"
"754","GSM1772089196.6","Cluster_1"
"755","GSM1772096101.19","Cluster_1"
"756","GSM1772089196.7","Cluster_1"
"757","GSM1772078018.11","Cluster_1"
"758","GSM1772078016.16","Cluster_1"
"759","GSM1772078022.8","Cluster_1"
"760","GSM1772078017.16","Cluster_1"
"761","GSM1772075317.10","Cluster_1"
"762","GSM1772075317.11","Cluster_1"
"763","GSM1772075310.8","Cluster_1"
"764","GSM1772096168.14","Cluster_1"
"765","GSM1772078031.6","Cluster_1"
"766","GSM1772078017.17","Cluster_1"
"767","GSM1772096103.22","Cluster_1"
"768","GSM1772092012.8","Cluster_1"
"769","GSM1772078013.15","Cluster_1"
"770","GSM1772078014.8","Cluster_1"
"771","GSM1772078029.9","Cluster_1"
"772","GSM1772078014.9","Cluster_1"
"773","GSM1772096158.1","Cluster_1"
"774","GSM1772096141.31","Cluster_1"
"775","GSM1772089194.18","Cluster_1"
"776","GSM1772075310.9","Cluster_1"
"777","GSM1772078030.27","Cluster_1"
"778","GSM1772078030.28","Cluster_1"
"779","GSM1772078013.16","Cluster_1"
"780","GSM1772078014.10","Cluster_1"
"781","GSM1772078018.12","Cluster_1"
"782","GSM1772078018.13","Cluster_1"
"783","GSM1772078018.14","Cluster_1"
"784","GSM1772092008.14","Cluster_1"
"785","GSM1772089196.8","Cluster_1"
"786","GSM1772089190.12","Cluster_1"
"787","GSM1772089187.6","Cluster_1"
"788","GSM1772092004.6","Cluster_1"
"789","GSM1772096100.24","Cluster_1"
"790","GSM1772092008.15","Cluster_1"
"791","GSM1772096132.20","Cluster_1"
"792","GSM1772078018.15","Cluster_1"
"793","GSM1772075305.17","Cluster_1"
"794","GSM1772078017.18","Cluster_1"
"795","GSM1772089194.19","Cluster_1"
"796","GSM1772092012.9","Cluster_1"
"797","GSM1772096136.19","Cluster_1"
"798","GSM1772089186.8","Cluster_1"
"799","GSM1772078031.7","Cluster_1"
"800","GSM1772089186.9","Cluster_1"
"801","GSM1772089190.13","Cluster_1"
"802","GSM1772078017.19","Cluster_1"
"803","GSM1772078017.20","Cluster_1"
"804","GSM1772089190.14","Cluster_1"
"805","GSM1772089194.20","Cluster_1"
"806","GSM1772078031.8","Cluster_1"
"807","GSM1772078028.10","Cluster_1"
"808","GSM1772089188.5","Cluster_1"
"809","GSM1772092012.10","Cluster_1"
"810","GSM1772078014.11","Cluster_1"
"811","GSM1772078013.17","Cluster_1"
"812","GSM1772075317.12","Cluster_1"
"813","GSM1772075310.10","Cluster_1"
"814","GSM1772075310.11","Cluster_1"
"815","GSM1772078028.11","Cluster_1"
"816","GSM1772078028.12","Cluster_1"
"817","GSM1772078029.10","Cluster_1"
"818","GSM1772078029.11","Cluster_1"
"819","GSM1772078029.12","Cluster_1"
"820","GSM1772078030.29","Cluster_1"
"821","GSM1772078013.18","Cluster_1"
"822","GSM1772078013.19","Cluster_1"
"823","GSM1772078014.12","Cluster_1"
"824","GSM1772078016.17","Cluster_1"
"825","GSM1772078016.18","Cluster_1"
"826","GSM1772078016.19","Cluster_1"
"827","GSM1772078017.21","Cluster_1"
"828","GSM1772078018.16","Cluster_1"
"829","GSM1772078018.17","Cluster_1"
"830","GSM1772078023.1","Cluster_1"
"831","GSM1772078023.2","Cluster_1"
"832","GSM1772092008.16","Cluster_1"
"833","GSM1772092009.6","Cluster_2"
"834","GSM1772092009.7","Cluster_1"
"835","GSM1772092010.5","Cluster_1"
"836","GSM1772092010.6","Cluster_1"
"837","GSM1772092010.7","Cluster_1"
"838","GSM1772092011.4","Cluster_1"
"839","GSM1772089194.21","Cluster_1"
"840","GSM1772089194.22","Cluster_1"
"841","GSM1772089195.12","Cluster_1"
"842","GSM1772089190.15","Cluster_1"
"843","GSM1772089188.6","Cluster_2"
"844","GSM1772089188.7","Cluster_2"
"845","GSM1772089186.10","Cluster_1"
"846","GSM1772089187.7","Cluster_1"
"847","GSM1772096158.2","Cluster_1"
"848","GSM1772096096.7","Cluster_1"
"849","GSM1772096096.8","Cluster_1"
"850","GSM1772096096.9","Cluster_2"
"851","GSM1772096097.10","Cluster_1"
"852","GSM1772096099.14","Cluster_1"
"853","GSM1772096099.15","Cluster_2"
"854","GSM1772096099.16","Cluster_1"
"855","GSM1772096099.17","Cluster_1"
"856","GSM1772096100.25","Cluster_1"
"857","GSM1772096100.26","Cluster_1"
"858","GSM1772096100.27","Cluster_1"
"859","GSM1772096101.20","Cluster_1"
"860","GSM1772096101.21","Cluster_1"
"861","GSM1772096101.22","Cluster_1"
"862","GSM1772096101.23","Cluster_1"
"863","GSM1772096102.9","Cluster_1"
"864","GSM1772096102.10","Cluster_1"
"865","GSM1772096103.23","Cluster_1"
"866","GSM1772096103.24","Cluster_1"
"867","GSM1772096132.21","Cluster_1"
"868","GSM1772096132.22","Cluster_1"
"869","GSM1772096132.23","Cluster_1"
"870","GSM1772096132.24","Cluster_1"
"871","GSM1772096132.25","Cluster_1"
"872","GSM1772096132.26","Cluster_1"
"873","GSM1772096135.20","Cluster_1"
"874","GSM1772096135.21","Cluster_1"
"875","GSM1772096133.14","Cluster_1"
"876","GSM1772096136.20","Cluster_1"
"877","GSM1772096136.21","Cluster_1"
"878","GSM1772096136.22","Cluster_1"
"879","GSM1772096136.23","Cluster_1"
"880","GSM1772096138.27","Cluster_2"
"881","GSM1772096141.32","Cluster_1"
"882","GSM1772096141.33","Cluster_1"
"883","GSM1772096141.34","Cluster_1"
"884","GSM1772096162.15","Cluster_1"
"885","GSM1772096162.16","Cluster_2"
"886","GSM1772096162.17","Cluster_1"
"887","GSM1772096162.18","Cluster_2"
"888","GSM1772096162.19","Cluster_2"
"889","GSM1772096162.20","Cluster_1"
"890","GSM1772096165.14","Cluster_1"
"891","GSM1772096165.15","Cluster_1"
"892","GSM1772096168.15","Cluster_1"
"893","GSM1772096171.8","Cluster_1"
"894","GSM1772096171.9","Cluster_1"
"895","GSM1772096171.10","Cluster_1"
"896","GSM1772096171.11","Cluster_1"
"897","GSM1772096128.6","Cluster_1"
"898","GSM1772096131","Cluster_1"
"899","GSM1772096145.4","Cluster_1"
"900","GSM1772096175.4","Cluster_1"
"901","GSM1772096175.5","Cluster_1"
"902","GSM1772084020.8","Cluster_1"
"903","GSM1772084021.13","Cluster_1"
"904","GSM1772084021.14","Cluster_1"
"905","GSM1772058147.2","Cluster_1"
"906","GSM1772075310.12","Cluster_1"
"907","GSM1772075310.13","Cluster_1"
"908","GSM1772078029.13","Cluster_1"
"909","GSM1772078029.14","Cluster_1"
"910","GSM1772078013.20","Cluster_1"
"911","GSM1772078014.13","Cluster_1"
"912","GSM1772078014.14","Cluster_1"
"913","GSM1772078014.15","Cluster_1"
"914","GSM1772078016.20","Cluster_1"
"915","GSM1772078022.9","Cluster_1"
"916","GSM1772078023.3","Cluster_1"
"917","GSM1772092012.11","Cluster_1"
"918","GSM1772092009.8","Cluster_1"
"919","GSM1772092009.9","Cluster_2"
"920","GSM1772092009.10","Cluster_1"
"921","GSM1772092010.8","Cluster_1"
"922","GSM1772092010.9","Cluster_1"
"923","GSM1772092010.10","Cluster_1"
"924","GSM1772089195.13","Cluster_1"
"925","GSM1772089196.9","Cluster_1"
"926","GSM1772089188.8","Cluster_2"
"927","GSM1772089188.9","Cluster_2"
"928","GSM1772092005.5","Cluster_1"
"929","GSM1772096127","Cluster_1"
"930","GSM1772096096.10","Cluster_1"
"931","GSM1772096099.18","Cluster_1"
"932","GSM1772096099.19","Cluster_1"
"933","GSM1772096099.20","Cluster_1"
"934","GSM1772096099.21","Cluster_1"
"935","GSM1772096100.28","Cluster_1"
"936","GSM1772096101.24","Cluster_1"
"937","GSM1772096102.11","Cluster_1"
"938","GSM1772096103.25","Cluster_1"
"939","GSM1772096103.26","Cluster_1"
"940","GSM1772096103.27","Cluster_1"
"941","GSM1772096103.28","Cluster_1"
"942","GSM1772096103.29","Cluster_1"
"943","GSM1772096103.30","Cluster_1"
"944","GSM1772096103.31","Cluster_1"
"945","GSM1772096103.32","Cluster_1"
"946","GSM1772096132.27","Cluster_1"
"947","GSM1772096132.28","Cluster_1"
"948","GSM1772096132.29","Cluster_1"
"949","GSM1772096132.30","Cluster_1"
"950","GSM1772096132.31","Cluster_1"
"951","GSM1772096132.32","Cluster_1"
"952","GSM1772096132.33","Cluster_1"
"953","GSM1772096132.34","Cluster_1"
"954","GSM1772096132.35","Cluster_1"
"955","GSM1772096135.22","Cluster_1"
"956","GSM1772096133.15","Cluster_1"
"957","GSM1772096133.16","Cluster_1"
"958","GSM1772096134.10","Cluster_1"
"959","GSM1772096134.11","Cluster_1"
"960","GSM1772096136.24","Cluster_1"
"961","GSM1772096136.25","Cluster_1"
"962","GSM1772096136.26","Cluster_1"
"963","GSM1772096138.28","Cluster_1"
"964","GSM1772096138.29","Cluster_1"
"965","GSM1772096138.30","Cluster_1"
"966","GSM1772096140.16","Cluster_1"
"967","GSM1772096140.17","Cluster_1"
"968","GSM1772096144.8","Cluster_1"
"969","GSM1772096162.21","Cluster_1"
"970","GSM1772096162.22","Cluster_1"
"971","GSM1772096162.23","Cluster_1"
"972","GSM1772096162.24","Cluster_1"
"973","GSM1772096165.16","Cluster_1"
"974","GSM1772096165.17","Cluster_1"
"975","GSM1772096171.12","Cluster_2"
"976","GSM1772096171.13","Cluster_1"
"977","GSM1772096171.14","Cluster_1"
"978","GSM1772096172.10","Cluster_1"
"979","GSM1772096172.11","Cluster_1"
"980","GSM1772096173.10","Cluster_1"
"981","GSM1772096128.7","Cluster_1"
"982","GSM1772096128.8","Cluster_1"
"983","GSM1772096145.5","Cluster_1"
"984","GSM1772096145.6","Cluster_1"
"985","GSM1772078018.18","Cluster_1"
"986","GSM1772096126.10","Cluster_1"
"987","GSM1772096097.11","Cluster_1"
"988","GSM1772096134.12","Cluster_1"
"989","GSM1772096144.9","Cluster_1"
"990","GSM1772089195.14","Cluster_1"
"991","GSM1772078017.22","Cluster_1"
"992","GSM1772078028.13","Cluster_1"
"993","GSM1772092012.12","Cluster_1"
"994","GSM1772089194.23","Cluster_1"
"995","GSM1772089195.15","Cluster_1"
"996","GSM1772089190.16","Cluster_1"
"997","GSM1772092005.6","Cluster_1"
"998","GSM1772096100.29","Cluster_1"
"999","GSM1772096132.36","Cluster_1"
"1000","GSM1772096136.27","Cluster_1"
"1001","GSM1772096168.16","Cluster_1"
"1002","GSM1772092004.7","Cluster_1"
"1003","GSM1772092012.13","Cluster_2"
"1004","GSM1772096126.11","Cluster_1"
"1005","GSM1772089187.8","Cluster_1"
"1006","GSM1772089186.11","Cluster_1"
"1007","GSM1772089194.24","Cluster_1"
"1008","GSM1772089187.9","Cluster_1"
"1009","GSM1772075305.18","Cluster_1"
"1010","GSM1772078029.15","Cluster_1"
"1011","GSM1772089186.12","Cluster_1"
"1012","GSM1772096173.11","Cluster_1"
"1013","GSM1772096173.12","Cluster_1"
"1014","GSM1772078022.10","Cluster_1"
"1015","GSM1772075310.14","Cluster_2"
"1016","GSM1772096138.31","Cluster_1"
"1017","GSM1772096131.1","Cluster_2"
"1018","GSM1772089196.10","Cluster_1"
"1019","GSM1772092004.8","Cluster_1"
"1020","GSM1772089190.17","Cluster_1"
"1021","GSM1772092012.14","Cluster_1"
"1022","GSM1772078013.21","Cluster_2"
"1023","GSM1772092013.10","Cluster_1"
"1024","GSM1772092013.11","Cluster_1"
"1025","GSM1772078022.11","Cluster_1"
"1026","GSM1772096140.18","Cluster_2"
"1027","GSM1772089186.13","Cluster_1"
"1028","GSM1772092012.15","Cluster_1"
"1029","GSM1772092013.12","Cluster_1"
"1030","GSM1772092012.16","Cluster_1"
"1031","GSM1772096097.12","Cluster_2"
"1032","GSM1772089190.18","Cluster_1"
"1033","GSM1772078023.4","Cluster_2"
"1034","GSM1772092012.17","Cluster_1"
"1035","GSM1772092013.13","Cluster_1"
"1036","GSM1772078017.23","Cluster_1"
"1037","GSM1772092013.14","Cluster_2"
"1038","GSM1772092013.15","Cluster_1"
"1039","GSM1772075305.19","Cluster_2"
"1040","GSM1772078023.5","Cluster_1"
"1041","GSM1772092013.16","Cluster_2"
"1042","GSM1772092012.18","Cluster_1"
"1043","GSM1772092013.17","Cluster_1"
"1044","GSM1772092012.19","Cluster_1"
"1045","GSM1772078030.30","Cluster_1"
"1046","GSM1772092012.20","Cluster_1"
"1047","GSM1772089190.19","Cluster_1"
"1048","GSM1772078017.24","Cluster_2"
"1049","GSM1772078018.19","Cluster_2"
"1050","GSM1772096100.30","Cluster_2"
"1051","GSM1772096101.25","Cluster_1"
"1052","GSM1772096138.32","Cluster_2"
"1053","GSM1772096141.35","Cluster_2"
"1054","GSM1772096171.15","Cluster_1"
"1055","GSM1772084014.7","Cluster_2"
"1056","GSM1772092004.9","Cluster_1"
"1057","GSM1772084014.8","Cluster_2"
"1058","GSM1772078022.12","Cluster_2"
"1059","GSM1772096136.28","Cluster_1"
"1060","GSM1772089188.10","Cluster_2"
"1061","GSM1772096171.16","Cluster_2"
"1062","GSM1772078022.13","Cluster_1"
"1063","GSM1772084014.9","Cluster_1"
"1064","GSM1772092004.10","Cluster_1"
"1065","GSM1772075304.27","Cluster_1"
"1066","GSM1772075304.28","Cluster_2"
"1067","GSM1772075305.20","Cluster_1"
"1068","GSM1772092012.21","Cluster_2"
"1069","GSM1772092011.5","Cluster_2"
"1070","GSM1772089195.16","Cluster_1"
"1071","GSM1772089190.20","Cluster_1"
"1072","GSM1772096131.2","Cluster_2"
"1073","GSM1772089195.17","Cluster_1"
"1074","GSM1772096171.17","Cluster_2"
"1075","GSM1772078018.20","Cluster_1"
"1076","GSM1772089187.10","Cluster_1"
"1077","GSM1772092013.18","Cluster_2"
"1078","GSM1772092005.7","Cluster_1"
"1079","GSM1772092008.17","Cluster_1"
"1080","GSM1772089190.21","Cluster_1"
"1081","GSM1772078022.14","Cluster_1"
"1082","GSM1772089188.11","Cluster_2"
"1083","GSM1772089190.22","Cluster_1"
"1084","GSM1772078018.21","Cluster_1"
"1085","GSM1772078017.25","Cluster_1"
"1086","GSM1772078016.21","Cluster_1"
"1087","GSM1772089196.11","Cluster_2"
"1088","GSM1772089190.23","Cluster_1"
"1089","GSM1772092005.8","Cluster_1"
"1090","GSM1772092012.22","Cluster_1"
"1091","GSM1772096136.29","Cluster_1"
"1092","GSM1772089187.11","Cluster_1"
"1093","GSM1772096139.17","Cluster_1"
"1094","GSM1772075317.13","Cluster_2"
"1095","GSM1772096134.13","Cluster_1"
"1096","GSM1772089190.24","Cluster_1"
"1097","GSM1772092008.18","Cluster_1"
"1098","GSM1772089188.12","Cluster_1"
"1099","GSM1772089188.13","Cluster_2"
"1100","GSM1772089188.14","Cluster_2"
"1101","GSM1772075304.29","Cluster_1"
"1102","GSM1772089187.12","Cluster_1"
"1103","GSM1772092012.23","Cluster_1"
"1104","GSM1772092012.24","Cluster_1"
"1105","GSM1772092013.19","Cluster_1"
"1106","GSM1772092004.11","Cluster_1"
"1107","GSM1772092005.9","Cluster_1"
"1108","GSM1772089186.14","Cluster_1"
"1109","GSM1772089194.25","Cluster_1"
"1110","GSM1772096134.14","Cluster_1"
"1111","GSM1772096173.13","Cluster_2"
"1112","GSM1772096145.7","Cluster_2"
"1113","GSM1772096145.8","Cluster_2"
"1114","GSM1772096171.18","Cluster_2"
"1115","GSM1772078028.14","Cluster_1"
"1116","GSM1772096172.12","Cluster_1"
"1117","GSM1772089188.15","Cluster_2"
"1118","GSM1772096133.17","Cluster_1"
"1119","GSM1772075304.30","Cluster_1"
"1120","GSM1772096144.10","Cluster_2"
"1121","GSM1772078017.26","Cluster_1"
"1122","GSM1772096140.19","Cluster_1"
"1123","GSM1772096173.14","Cluster_2"
"1124","GSM1772089190.25","Cluster_1"
"1125","GSM1772089190.26","Cluster_1"
"1126","GSM1772089188.16","Cluster_2"
"1127","GSM1772096131.3","Cluster_1"
"1128","GSM1772075305.21","Cluster_1"
"1129","GSM1772078023.6","Cluster_1"
"1130","GSM1772089186.15","Cluster_1"
"1131","GSM1772089187.13","Cluster_1"
"1132","GSM1772075304.31","Cluster_1"
"1133","GSM1772096103.33","Cluster_1"
"1134","GSM1772078028.15","Cluster_1"
"1135","GSM1772096140.20","Cluster_1"
"1136","GSM1772075317.14","Cluster_2"
"1137","GSM1772075317.15","Cluster_2"
"1138","GSM1772075317.16","Cluster_2"
"1139","GSM1772075317.17","Cluster_2"
"1140","GSM1772075304.32","Cluster_1"
"1141","GSM1772075310.15","Cluster_1"
"1142","GSM1772075310.16","Cluster_2"
"1143","GSM1772078014.16","Cluster_2"
"1144","GSM1772078014.17","Cluster_1"
"1145","GSM1772078016.22","Cluster_1"
"1146","GSM1772078017.27","Cluster_1"
"1147","GSM1772078019.11","Cluster_2"
"1148","GSM1772078019.12","Cluster_2"
"1149","GSM1772092012.25","Cluster_1"
"1150","GSM1772092012.26","Cluster_1"
"1151","GSM1772089194.26","Cluster_1"
"1152","GSM1772089195.18","Cluster_1"
"1153","GSM1772089190.27","Cluster_1"
"1154","GSM1772089190.28","Cluster_2"
"1155","GSM1772089187.14","Cluster_1"
"1156","GSM1772089187.15","Cluster_1"
"1157","GSM1772092005.10","Cluster_1"
"1158","GSM1772092005.11","Cluster_1"
"1159","GSM1772096126.12","Cluster_1"
"1160","GSM1772096161","Cluster_1"
"1161","GSM1772096096.11","Cluster_1"
"1162","GSM1772096097.13","Cluster_1"
"1163","GSM1772096099.22","Cluster_1"
"1164","GSM1772096101.26","Cluster_2"
"1165","GSM1772096102.12","Cluster_1"
"1166","GSM1772096102.13","Cluster_1"
"1167","GSM1772096102.14","Cluster_2"
"1168","GSM1772096102.15","Cluster_1"
"1169","GSM1772096135.23","Cluster_1"
"1170","GSM1772096133.18","Cluster_1"
"1171","GSM1772096133.19","Cluster_2"
"1172","GSM1772096133.20","Cluster_1"
"1173","GSM1772096133.21","Cluster_1"
"1174","GSM1772096134.15","Cluster_1"
"1175","GSM1772096136.30","Cluster_1"
"1176","GSM1772096140.21","Cluster_1"
"1177","GSM1772096140.22","Cluster_1"
"1178","GSM1772096140.23","Cluster_1"
"1179","GSM1772096144.11","Cluster_2"
"1180","GSM1772096162.25","Cluster_2"
"1181","GSM1772096162.26","Cluster_1"
"1182","GSM1772096162.27","Cluster_2"
"1183","GSM1772096165.18","Cluster_2"
"1184","GSM1772096168.17","Cluster_1"
"1185","GSM1772096171.19","Cluster_1"
"1186","GSM1772096171.20","Cluster_1"
"1187","GSM1772096172.13","Cluster_2"
"1188","GSM1772096173.15","Cluster_2"
"1189","GSM1772096173.16","Cluster_1"
"1190","GSM1772096128.9","Cluster_2"
"1191","GSM1772096128.10","Cluster_1"
"1192","GSM1772096131.4","Cluster_2"
"1193","GSM1772096145.9","Cluster_2"
"1194","GSM1772096145.10","Cluster_2"
"1195","GSM1772096145.11","Cluster_2"
"1196","GSM1772096175.6","Cluster_1"
"1197","GSM1772096175.7","Cluster_1"
"1198","GSM1772096175.8","Cluster_2"
"1199","GSM1772084020.9","Cluster_1"
"1200","GSM1772084020.10","Cluster_1"
"1201","GSM1772084014.10","Cluster_2"
"1202","GSM1772084017.14","Cluster_2"
"1203","GSM1772084021.15","Cluster_2"
"1204","GSM1772075310.17","Cluster_2"
"1205","GSM1772078030.31","Cluster_1"
"1206","GSM1772078013.22","Cluster_1"
"1207","GSM1772078018.22","Cluster_1"
"1208","GSM1772092012.27","Cluster_1"
"1209","GSM1772092012.28","Cluster_1"
"1210","GSM1772092011.6","Cluster_1"
"1211","GSM1772092011.7","Cluster_2"
"1212","GSM1772092004.12","Cluster_1"
"1213","GSM1772096126.13","Cluster_2"
"1214","GSM1772096126.14","Cluster_2"
"1215","GSM1772096100.31","Cluster_1"
"1216","GSM1772096102.16","Cluster_2"
"1217","GSM1772096103.34","Cluster_1"
"1218","GSM1772096133.22","Cluster_1"
"1219","GSM1772096138.33","Cluster_2"
"1220","GSM1772096139.18","Cluster_2"
"1221","GSM1772096141.36","Cluster_1"
"1222","GSM1772096165.19","Cluster_2"
"1223","GSM1772096168.18","Cluster_1"
"1224","GSM1772096131.5","Cluster_2"
"1225","GSM1772084014.11","Cluster_2"
"1226","GSM1772078029.16","Cluster_1"
"1227","GSM1772078029.17","Cluster_1"
"1228","GSM1772092012.29","Cluster_1"
"1229","GSM1772092009.11","Cluster_2"
"1230","GSM1772092011.8","Cluster_2"
"1231","GSM1772089188.17","Cluster_2"
"1232","GSM1772092004.13","Cluster_1"
"1233","GSM1772096097.14","Cluster_2"
"1234","GSM1772096101.27","Cluster_1"
"1235","GSM1772096102.17","Cluster_1"
"1236","GSM1772096132.37","Cluster_1"
"1237","GSM1772096136.31","Cluster_1"
"1238","GSM1772096136.32","Cluster_1"
"1239","GSM1772096165.20","Cluster_1"
"1240","GSM1772096172.14","Cluster_1"
"1241","GSM1772084021.16","Cluster_1"
"1242","GSM1772058147.3","Cluster_2"
"1243","GSM1772075310.18","Cluster_1"
"1244","GSM1772089188.18","Cluster_2"
"1245","GSM1772096096.12","Cluster_2"
"1246","GSM1772096099.23","Cluster_2"
"1247","GSM1772096138.34","Cluster_1"
"1248","GSM1772096165.21","Cluster_1"
"1249","GSM1772096168.19","Cluster_2"
"1250","GSM1772096172.15","Cluster_2"
"1251","GSM1772096173.17","Cluster_1"
"1252","GSM1772078019.13","Cluster_2"
"1253","GSM1772089195.19","Cluster_1"
"1254","GSM1772096096.13","Cluster_2"
"1255","GSM1772096135.24","Cluster_1"
"1256","GSM1772096162.28","Cluster_1"
"1257","GSM1772096173.18","Cluster_1"
"1258","GSM1772078029.18","Cluster_1"
"1259","GSM1772078019.14","Cluster_1"
"1260","GSM1772078019.15","Cluster_1"
"1261","GSM1772078019.16","Cluster_1"
"1262","GSM1772092013.20","Cluster_1"
"1263","GSM1772096158.3","Cluster_1"
"1264","GSM1772096161.1","Cluster_1"
"1265","GSM1772096100.32","Cluster_1"
"1266","GSM1772096141.37","Cluster_2"
"1267","GSM1772096162.29","Cluster_1"
"1268","GSM1772096128.11","Cluster_1"
"1269","GSM1772075304.33","Cluster_2"
"1270","GSM1772092005.12","Cluster_1"
"1271","GSM1772089186.16","Cluster_1"
"1272","GSM1772092004.14","Cluster_2"
"1273","GSM1772084021.17","Cluster_1"
"1274","GSM1772096127.1","Cluster_2"
"1275","GSM1772058147.4","Cluster_2"
"1276","GSM1772084014.12","Cluster_2"
"1277","GSM1772075305.22","Cluster_1"
"1278","GSM1772084017.15","Cluster_1"
"1279","GSM1772075305.23","Cluster_1"
"1280","GSM1772078030.32","Cluster_1"
"1281","GSM1772075304.34","Cluster_1"
"1282","GSM1772078031.9","Cluster_1"
"1283","GSM1772058147.5","Cluster_1"
"1284","GSM1772078014.18","Cluster_2"
"1285","GSM1772078030.33","Cluster_2"
"1286","GSM1772092013.21","Cluster_2"
"1287","GSM1772096126.15","Cluster_2"
"1288","GSM1772096128.12","Cluster_1"
"1289","GSM1772096132.38","Cluster_1"
"1290","GSM1772078031.10","Cluster_1"
"1291","GSM1772096161.2","Cluster_2"
"1292","GSM1772096165.22","Cluster_1"
"1293","GSM1772096131.6","Cluster_2"
"1294","GSM1772096128.13","Cluster_2"
"1295","GSM1772075309.1","Cluster_1"
"1296","GSM1772078019.17","Cluster_1"
"1297","GSM1772092010.11","Cluster_2"
"1298","GSM1772058147.6","Cluster_2"
"1299","GSM1772075319","Cluster_2"
"1300","GSM1772078029.19","Cluster_1"
"1301","GSM1772078031.11","Cluster_2"
"1302","GSM1772089195.20","Cluster_1"
"1303","GSM1772089196.12","Cluster_2"
"1304","GSM1772089186.17","Cluster_2"
"1305","GSM1772089186.18","Cluster_2"
"1306","GSM1772089187.16","Cluster_2"
"1307","GSM1772092004.15","Cluster_1"
"1308","GSM1772096158.4","Cluster_2"
"1309","GSM1772096131.7","Cluster_2"
"1310","GSM1772084021.18","Cluster_2"
"1311","GSM1772075319.1","Cluster_2"
"1312","GSM1772089190.29","Cluster_2"
"1313","GSM1772096131.8","Cluster_2"
"1314","GSM1772089194.27","Cluster_1"
"1315","GSM1772092010.12","Cluster_1"
"1316","GSM1772092005.13","Cluster_2"
"1317","GSM1772078017.28","Cluster_1"
"1318","GSM1772096126.16","Cluster_1"
"1319","GSM1772078028.16","Cluster_2"
"1320","GSM1772078013.23","Cluster_2"
