"dim1","dim2"
"X1772082029_B04",7.50355126216842,2.45341815785318
"X1772082029_B05",-5.74768743139412,4.61077913709541
"X1772082029_B06",8.52433568630628,0.578201839888069
"X1772082029_B07",0.759418655145727,-0.0124602152075791
"X1772082029_B08",-2.3331035144625,-11.377291551986
"X1772082029_B09",4.14279200076346,1.23119356857353
"X1772082029_B10",-6.93670422197748,5.00142132917673
"X1772082029_B11",-5.13021782769996,5.75028258476268
"X1772082029_B12",9.03742623580681,0.44207354395344
"X1772082029_C01",-5.06515118895736,5.79293580281323
"X1772082029_C02",-5.31291503028331,4.60266712581715
"X1772082029_C03",4.01355848854639,0.369032433328342
"X1772082029_C04",8.81077297849769,3.18130293878094
"X1772082029_C05",4.50032471504711,-1.01251407070297
"X1772082029_C06",-2.32457616135163,-11.3807327111955
"X1772082029_C07",-6.4777188716045,4.80958389078625
"X1772082029_C09",-6.21806175277343,5.52187026497876
"X1772082029_C10",-1.73133975736837,-11.2465129635846
"X1772082029_C11",-6.48494658127821,4.80055286502515
"X1772082029_C12",4.50068561580351,-1.01215694225581
"X1772082029_D01",-5.96994978150702,4.98467127802741
"X1772082029_D02",7.50379779691123,2.45285411439066
"X1772082029_D03",7.50355126216842,2.45341815785318
"X1772082029_D05",-4.5924344580695,6.06957644982797
"X1772082029_D06",-4.30354831840217,6.7959213770062
"X1772082029_D07",4.01355848854639,0.369032433328342
"X1772082029_D08",-5.5067046645677,6.92814525456184
"X1772082029_D09",-5.28791481978937,4.25080314653131
"X1772082029_D10",-1.60746662160047,-10.5832291355743
"X1772082029_D11",4.50066758909899,-1.0116246054261
"X1772082029_D12",0.759418655145726,-0.0124602152075791
"X1772082029_E01",0.759418655145726,-0.0124602152075791
"X1772082029_E02",-3.94839693473776,5.23312394276236
"X1772082029_E03",-6.39593789766827,5.39424502070234
"X1772082029_E04",0.315718502645006,-1.35835689323727
"X1772082029_E05",-5.97810800634902,6.76802977063078
"X1772082029_E06",7.50355126216842,2.45341815785318
"X1772082029_E07",-6.51712638370961,6.24317871797023
"X1772082029_E09",7.50355126216842,2.45341815785318
"X1772082029_E10",-6.10666074039107,6.68452459438118
"X1772082029_E11",-2.05284015794518,-10.3701907117531
"X1772082029_E12",-6.59016620982826,5.80316293114883
"X1772082029_F01",4.01355848854639,0.369032433328342
"X1772082029_F02",-6.80211927532641,6.20200833131856
"X1772082029_F03",4.50032471504711,-1.01251407070297
"X1772082029_F04",4.70818217122876,0.287226561549315
"X1772082029_F05",8.80949329532105,3.18132956221281
"X1772082029_F06",-4.5174762326279,5.84997008004311
"X1772082029_F07",4.01355848854639,0.369032433328342
"X1772082029_F10",-5.30301959337063,6.7200312520962
"X1772082029_F11",7.50301260096788,2.45294391407028
"X1772082029_F12",0.747688803021756,-8.6371878008901
"X1772082029_G01",-4.78463634802024,4.76139483314635
"X1772082029_G02",-4.86177448175084,6.91313451354717
"X1772082029_G03",7.50678029103719,2.4530623361527
"X1772082029_G04",5.84941594920637,2.44095929980309
"X1772082029_G05",-5.13152523194888,4.99525755769682
"X1772082029_G06",4.14279200076345,1.23119356857353
"X1772082029_G09",-5.60400011006637,5.26090372894505
"X1772082029_G10",0.906702972114557,-0.0556592810178562
"X1772082029_G11",-6.57997892404206,6.01097081203786
"X1772082029_G12",-0.459986169005547,-11.1007925991074
"X1772082029_H02",3.01480335163235,-1.17270547984374
"X1772082029_H03",-5.41644911289765,5.10919684719582
"X1772082029_H04",-6.50315841723313,5.96792254952574
"X1772082029_H05",-2.62512361849328,-11.0857306172146
"X1772082029_H06",-4.63731879332771,4.19585892611369
"X1772082029_H07",-3.77126696605595,6.24489704582342
"X1772082029_H08",0.75917688764833,-0.0123028860908786
"X1772082029_H10",-1.73107749097647,-11.2461497539101
"X1772082029_H11",-9.51785678274545,6.86047928108373
"X1772082029_H12",-6.08228440691989,6.51427977297581
"X1772084018_C07",7.50379779691123,2.45285411439066
"X1772084018_D12",6.67298187349076,-2.23919105240398
"X1772092002_A07",4.77852179960216,-5.01651585249424
"X1772092002_A10",-4.67924865292712,4.00744604850241
"X1772092002_B05",-3.7276006752121,6.04958516520751
"X1772092002_B10",4.8738381580817,-5.10987659953227
"X1772092002_D10",-6.23878993454242,4.50419129661776
"X1772092002_E07",5.29868318187579,-5.01114507872671
"X1772092002_E10",-0.627762244734495,-7.36237806636294
"X1772092002_G05",-1.60793655541799,-10.5831370627512
"X1772092002_G07",4.94193378066057,-5.00060783360122
"X1772092277_A10",-1.63235122389062,-11.0186858357931
"X1772094135_F02",5.38433756086899,-4.86114575674188
"X1772094136_B06",6.63565940165218,-2.1292344711344
"X1772094136_C02",4.36386587244483,-4.93965791455402
"X1772094143_D09",6.85324745254962,-2.25814618101418
"X1772094143_E08",-3.22731088759756,1.66924293501388
"X1772096086_H03",-0.71749375628806,-7.43705752059542
"X1772096087_C09",7.46857696370568,0.812674439265981
"X1772096087_E02",5.85765908745719,-1.84656397433585
"X1772096088_F01",5.20072305570049,-0.862818710396637
"X1772096091_A02",4.01355848854639,0.369032433328342
"X1772096092_A02",7.90199621490386,-0.451506610876267
"X1772096092_A10",5.19604357658849,-1.0995878933693
"X1772096092_D08",4.76519619393774,-1.5900093799504
"X1772096093_A07",5.26768812024361,-5.02933672619271
"X1772096093_A11",4.76509040547341,-1.58991672186232
"X1772096093_B05",4.23466023745485,-5.19496050621914
"X1772096093_B10",-0.730169617296964,-7.41605641153753
"X1772096093_C10",6.52038342824846,1.60973338293537
"X1772096094_A10",-0.998049453322705,5.14884410123284
"X1772096094_D01",6.52038342824846,1.60973338293537
"X1772096094_D02",4.15884808331121,-0.428139262215378
"X1772096094_D09",4.98938159533989,-5.03679438001109
"X1772096116_G04",-5.47579674594443,8.33228818639743
"X1772096118_F09",5.33125084713546,0.166695388293582
"X1772096146_D02",4.50068561580351,-1.01215694225581
"X1772096146_D07",5.2235116502801,-2.20962554697858
"X1772096146_D08",5.74712778098938,-4.65898060197588
"X1772096146_F07",6.00800719727455,-4.13054112200541
"X1772096149_F01",7.50298132954111,2.45294333104648
"X1772096149_F12",5.201609297077,-1.55549639007482
"X1772096149_G09",7.46857696370568,0.812674439265981
"X1772096150_B08",4.01355848854639,0.369032433328342
"X1772096150_C08",7.46756026728998,0.812117751069528
"X1772096150_G01",4.76317041374279,-1.5907619752057
"X1772096150_H03",7.8378228412616,0.133694143011103
"X1772096150_H04",7.50301235671911,2.45294414547191
"X1772096151_C04",-3.66424724150829,5.40782984269112
"X1772096151_D03",-3.81879548491868,6.03897318483893
"X1772096151_D11",4.75637199824205,-2.56739288327091
"X1772096151_E01",3.0766227014687,0.387286723281297
"X1772096151_H03",7.50301235671911,2.45294414547191
"X1772096151_H08",6.27664230896381,-1.13487045780239
"X1772096151_H09",6.94025334058515,-0.960273078318334
"X1772099002_A12",7.69453353855265,-1.08302438829491
"X1772099002_C02",4.23080329745272,-5.39235890900218
"X1772099002_C05",3.47139427911777,-4.20954931673926
"X1772099002_D02",4.30737435855423,-5.40243546602541
"X1772099002_E02",8.52514855704076,0.572418308889877
"X1772099002_E08",7.50300489676937,2.45298729583165
"X1772099002_F11",5.20106135177433,-0.8630870452872
"X1772099002_G09",0.759418713035076,-0.0124602123154433
"X1772099002_H04",7.46999113025747,0.822140006265118
"X1772099003_A05",-2.13073335420563,-10.3640395218368
"X1772099003_F09",7.50301235671911,2.45294414547191
"X1772099003_H07",7.83925653289866,0.135554040253811
"X1772099008_A08",-6.07863145176188,5.10242627241534
"X1772099008_G08",-3.22731088759756,1.66924293501388
"X1772099008_H01",6.80865383878158,-1.04653439110424
"X1772099009_E05",6.57156116794951,-1.09090673136235
"X1772099011_D01",7.50355126216842,2.45341815785318
"X1772099011_F04",5.37775165610736,0.158002065022873
"X1772099011_G07",-0.998027598622586,5.14888014653282
"X1772099011_H05",6.4979609843758,-1.03721814161335
"X1772099012_E04",4.441437822617,-5.00456854203508
